,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,training_count
7757,0.0,0.0,0.0,18,2,0,Which offices were held by the politicians who held their allegiance to the union of american civil war?,"[['dbp:allegiance'], ['dbp:office']]",[],"[[15], [17]]"
7783,0.0,0.0,0.0,5,1,1,Who wrote the red violin?,[['dbo:writer']],['dbo:instrument'],[[1148]]
7795,0.0,0.0,0.0,13,2,0,How many cities are around the sea in which the ionian sea flows?,"[['dbo:outflow'], ['dbp:cities']]",[],"[[16], [31]]"
7814,0.5,0.5,0.5,7,2,2,Give me all Canadian Grunge record labels.,"[['dbo:country'], ['dbo:genre']]","['dbo:genre', 'dbo:recordLabel']","[[2554], [5588]]"
7829,0.0,0.0,0.0,10,1,0,How many ingedients are required to make the Ragout Fin?,[['dbo:ingredient']],[],[[21]]
7831,0.0,0.0,0.0,9,1,0,What is the university whose campus is Mount Moosilauke?,[['dbo:campus']],[],[[13]]
7834,0.0,0.0,0.0,12,1,0,Was Buzz Williams the headcoach of the Marquette Golden Eagles mens team?,[['dbp:headcoach']],[],[[10]]
7836,0.0,0.0,0.0,7,1,1,Where in pennsylvania was christian martucci born,[['dbo:hometown']],['dbo:birthPlace'],[[505]]
7842,0.0,0.0,0.0,9,1,0,In which state is the King Range Wilderness located?,[['dbo:location']],[],[[1670]]
7851,0.0,0.0,0.0,6,2,1,What was the first Queen album?,"[['dbo:artist'], ['dbo:releaseDate']]",['dbo:type'],"[[1147], [4]]"
7858,0.0,0.0,0.0,8,2,0,How many artists' works are in Muse d'Orsay?,"[['dbp:artist'], ['dbp:museum']]",[],"[[38], [5]]"
7883,0.0,0.0,0.0,7,1,2,Who's a voice actor born in germany,[['dbo:occupation']],"['dbo:birthPlace', 'dbp:birthPlace']",[[629]]
7884,0.0,0.0,0.0,5,1,1,What genre is twice-told tales,[['dbo:literaryGenre']],['dbo:genre'],[[750]]
7889,0.0,0.0,0.0,6,1,1,where was lau kar wing born,[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
7893,0.0,0.0,0.0,7,1,1,in which state is port byron located,[['dbo:region']],['dbo:location'],[[1153]]
7894,0.0,0.0,0.0,11,1,0,Who is the fictional character whose family member is Padme Amidala?,[['dbp:family']],[],[[5]]
7901,0.0,0.0,0.0,16,1,0,Which countries came together to serve a greater purpose and founded South Asia Subregional Economic Cooperation?,[['dbp:membership']],[],[[11]]
7906,0.0,0.0,0.0,11,1,0,Which city was susan g. komen for the cure founded in,[['dbo:foundationPlace']],[],[[37]]
7912,0.0,0.0,0.0,12,2,0,"Who founded the city where First Church of Christ, Scientist is located?","[['dbp:locationTown'], ['dbo:founder']]",[],"[[6], [14]]"
7915,0.0,0.0,0.0,17,2,0,In which country was GM was firt aired which is also the mouth country of Upper Neretva?,"[['dbp:firstAired'], ['dbo:mouthCountry']]",[],"[[7], [5]]"
7917,0.0,0.0,0.0,8,1,1,what location is part of the cascade range,"[['dbo:isPartOf', 'dbo:location']]",['dbo:state'],"[[1891, 1670]]"
7926,0.0,0.0,0.0,10,2,0,Which awards are presented by the committee located in Stockholm?,"[['dbp:headquarters'], ['dbo:presenter']]",[],"[[32], [10]]"
7935,0.0,0.0,0.0,12,2,0,In which teams have league members of the Czech Extraliga played previously?,"[['dbp:league'], ['dbo:formerTeam']]",[],"[[12], [36]]"
7941,0.0,0.0,0.0,10,2,0,"Name the university whose affiliations's foundation is in Washington, D.C.?","[['dbp:affiliations'], ['dbp:foundation']]",[],"[[16], [17]]"
7944,0.0,0.0,0.0,13,2,0,In which military conflict were Phm Vn ng and John McEwen commanders ?,"[['dbo:commander'], ['dbo:commander']]",[],"[[30], [30]]"
7946,0.0,0.0,0.0,6,1,0,Whose mam is Bertrada of Laon?,[['dbp:mother']],[],[[4]]
7960,0.0,0.0,0.0,19,2,0,Name all the broadcast area of the TV stations which has Rodrigues as one of the broadcast area ?,"[['dbp:broadcastArea'], ['dbp:broadcastArea']]",[],"[[11], [11]]"
7964,0.0,0.0,0.0,7,1,1,what kind of film is burning bush?,[['dbo:genre']],['dbo:language'],[[5588]]
7966,0.0,0.0,0.0,7,1,1,"what nationality is roger a. pielke, jr.?",[['dbo:birthPlace']],['dbo:nationality'],[[4201]]
7977,0.0,0.0,0.0,15,2,0,Which educational institution of Jack Mcgregor is also the alma mater of Donn barber ?,"[['dbo:education'], ['dbo:education']]",[],"[[15], [15]]"
7980,0.0,0.0,0.0,8,1,0,"List few schools situated in Reading, Berkshire ?",[['dbp:city']],[],[[28]]
7986,0.0,0.0,0.0,7,1,1,what position did bill fulcher ever play,[['dbp:playerPositions']],['dbo:position'],[[5]]
7994,0.0,0.0,0.0,15,2,0,Name the actors of the TV show which has an episode named The Five ?,"[['dbp:series'], ['dbp:starring']]",[],"[[5], [31]]"
8000,0.0,0.0,0.0,11,2,0,People who debuted from Houston Astros have played in which clubs?,"[['dbo:debutTeam'], ['dbo:team']]",[],"[[20], [46]]"
8007,0.0,0.0,0.0,5,1,1,where did nick rhodes originate?,[['dbo:birthPlace']],['dbo:hometown'],[[4201]]
8010,0.0,0.0,0.0,13,2,0,How many nations' volleyball players have played for the Russian women volleyball team?,"[['dbp:placeOfBirth'], ['dbp:nationalteam']]",[],"[[41], [14]]"
8021,0.0,0.0,0.0,6,1,0,who are some miss michigan usa?,[['dbp:title']],[],[[16]]
8024,0.0,0.0,0.0,8,1,0,Who execultively produced the jetsons meet the flintstones,[['dbo:executiveProducer']],[],[[19]]
8031,0.0,0.0,0.0,13,2,0,Which fictional character portrayed by Roger barton has Padm Amidala as family ?,"[['dbp:family'], ['dbp:portrayer']]",[],"[[5], [2]]"
8037,0.0,0.0,0.0,21,2,0,List the total number of executive producer of TV show which have one of the executiive producer as Steven Moffat ?,"[['dbo:executiveProducer'], ['dbp:executiveProducer']]",[],"[[19], [4]]"
8055,0.0,0.0,0.0,9,2,0,What awards did the founder of Grameen Bank win?,"[['dbp:founder'], ['dbo:award']]",[],"[[25], [67]]"
8075,0.0,0.0,0.0,11,1,0,what is the production company of the sound of music (film)?,[['dbp:studio']],[],[[136]]
8092,0.0,0.0,0.0,8,1,0,Who is the appointer of Charles Goodell ?,[['dbo:appointer']],[],[[7]]
8102,0.0,0.0,0.0,9,1,0,Who is the former partner of Chris Knierim ?,[['dbo:formerPartner']],[],[[7]]
8114,0.0,0.0,0.0,8,1,0,Was the skeleton dance animated by Walt Disney?,[['dbo:animator']],[],[[7]]
8120,0.0,0.0,0.0,13,2,0,"Where is Benjamin Franklin Terry buried, and US Route 59 has a junction?","[['dbp:placeofburial'], ['dbp:junction']]",[],"[[8], [4]]"
8123,0.0,0.0,0.0,9,2,0,Where does Dennis DeConcini and Scott Berkun both live?,"[['dbp:residence'], ['dbp:residence']]",[],"[[25], [25]]"
8126,0.0,0.0,0.0,9,1,0,Which famous political figures are relatives to George Madison?,[['dbo:relation']],[],[[24]]
8136,0.0,0.0,0.0,11,1,0,Who is the Formula 1 race driver with the most races?,[['dbo:races']],[],[[1]]
8140,0.0,0.0,0.0,19,2,0,"Which office holder's resting place is in  Palo Alto, California and was succeeded by Adrian A. Basora ?","[['dbp:restingPlace'], ['dbp:successor']]",[],"[[11], [34]]"
8144,0.0,0.0,0.0,8,1,0,What are the mammals whose phylum is Chordate?,[['dbo:phylum']],[],[[5]]
8176,0.0,0.0,0.0,6,1,0,How many Aldi stores are there?,[['dbo:numberOfLocations']],[],[[1]]
8187,0.0,0.0,0.0,12,2,0,Which companies have launched a rocket from Cape Canaveral Air Force station?,"[['dbo:launchSite'], ['dbo:manufacturer']]",[],"[[12], [58]]"
8203,0.0,0.0,0.0,7,1,1,In which country does the Ganges start?,[['dbo:sourceCountry']],['dbo:country'],[[22]]
8229,0.0,0.0,0.0,11,2,0,Where was the person born who died in Bryn Mawr Hospital?,"[['dbp:placeOfDeath'], ['dbp:placeOfBirth']]",[],"[[32], [41]]"
8241,0.0,0.0,0.0,6,1,1,what was created by fred appleyard,[['dbo:field']],['dbo:creator'],[[83]]
8243,0.0,0.0,0.0,5,1,1,where was michael bhatia born,[['dbp:birthPlace']],['dbo:birthPlace'],[[1526]]
8256,0.0,0.0,0.0,7,1,0,Who does the voice of Bart Simpson?,[['dbp:voiceactor']],[],[[1]]
8257,0.0,0.0,0.0,9,1,1,what is the place of birth of tomasz markowski?,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
8258,0.0,0.0,0.0,10,2,1,Count the different genres of games published by Titus Software,"[['dbp:publisher'], ['dbo:genre']]",['dbo:publisher'],"[[10], [5588]]"
8262,0.0,0.0,0.0,8,1,0,How many venues are located in the US?,[['dbp:address']],[],[[11]]
8268,0.0,0.0,0.0,10,2,0,How many things are produced by companies located in Tehran?,"[['dbp:location'], ['dbo:product']]",[],"[[22], [29]]"
8276,0.0,0.0,0.0,16,2,0,"How many major shrine are there, of the saints whose beatified by Pope Pius XI ?","[['dbp:beatifiedBy'], ['dbo:majorShrine']]",[],"[[5], [6]]"
8277,0.0,0.0,0.0,12,2,0,Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,"[['dbo:date'], ['dbo:date']]",[],"[[4], [4]]"
8281,0.0,0.0,0.0,12,1,0,How many gold medals did Michael Phelps win at the 2008 Olympics?,[['dbo:goldMedalist']],[],[[1]]
8286,0.0,0.0,0.0,9,1,0,How many airlines are members of the Star Alliance?,[['dbo:alliance']],[],[[1]]
8287,0.0,0.0,0.0,5,1,1,Where did thomas paterson die?,[['dbp:deathPlace']],['dbo:deathPlace'],[[178]]
8288,0.0,0.0,0.0,11,1,1,What is the name of a newspaper that circulates in croatia,[['dbp:publishingCountry']],['dbo:headquarter'],[[3]]
8289,0.0,0.0,0.0,12,2,0,What religion did the president follow which was served by Kang Young-hoon?,"[['dbp:president'], ['dbo:religion']]",[],"[[23], [257]]"
8290,0.0,0.0,0.0,5,1,1,which country is vatnafjöll in,[['dbo:locatedInArea']],['dbo:birthPlace'],[[1072]]
8299,0.0,0.0,0.0,8,1,0,Is fox belong to the phylum of Chordate?,[['dbo:phylum']],[],[[5]]
8319,0.0,0.0,0.0,14,2,1,What is the owning company of the bank whose parent is Sony Financial ?,"[['dbp:parent'], ['dbo:owningCompany']]",['dbp:owner'],"[[15], [10]]"
8321,0.0,0.0,0.0,12,2,0,What is the political party of the daughter of Jawaharlal Nehru ?,"[['dbo:child'], ['dbo:party']]",[],"[[150], [26]]"
8333,0.0,0.0,0.0,11,2,0,How many people have worked for teams chaired by Patricia Amorim?,"[['dbp:name'], ['dbo:chairman']]",[],"[[18], [11]]"
8343,0.0,0.0,0.0,10,2,0,Where has the employee of Columbia Records  worked ?,"[['dbo:employer'], ['dbo:employer']]",[],"[[18], [18]]"
8355,0.0,0.0,0.0,15,2,0,How many broadcast area of the television stations exists whose broadcast area is Rodrigues ?,"[['dbp:broadcastArea'], ['dbp:broadcastArea']]",[],"[[11], [11]]"
8362,0.0,0.0,0.0,12,2,0,In which cities are there american football teams where Matt Snorton played?,"[['dbp:pastteams'], ['dbo:locationCity']]",[],"[[8], [25]]"
8384,0.0,0.0,0.0,8,1,1,Which country is the city of mizuho located,[['dbo:region']],['dbo:country'],[[1153]]
8386,0.0,0.0,0.0,7,1,0,What beverage was launched by Ferrero SpA?,[['dbp:creator']],[],[[17]]
8402,0.0,0.0,0.0,7,1,1,what is the son of olave baden-powell,[['dbo:child']],['dbo:parent'],[[150]]
8405,0.0,0.0,0.0,8,1,1,which album is recorded by big daddy kane,[['dbo:recordLabel']],['dbo:artist'],[[880]]
8409,0.0,0.0,0.0,8,1,1,what was paul h. dunn's place of death,[['dbp:deathPlace']],['dbo:deathPlace'],[[178]]
8412,0.0,0.0,0.0,12,1,0,Who is the builder of Estadio Nacional de Costa Rica (2011) ?,[['dbo:builder']],[],[[14]]
8432,0.0,0.0,0.0,7,1,1,Which nation is patrick ness originally from?,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
8434,0.0,0.0,0.0,15,2,0,"Who is the publisher of the comic, one of whose authors is Kentaro Takekuma ?","[['dbp:writers'], ['dbp:publisher']]",[],"[[10], [10]]"
8440,0.0,0.0,0.0,6,1,1,which position does brian tyms play,[['dbp:currentpositionplain']],['dbo:position'],[[12]]
8450,0.0,0.0,0.0,14,2,0,Which team has had both Martin prochzka and garry unger as its players ?,"[['dbo:formerTeam'], ['dbo:formerTeam']]",[],"[[36], [36]]"
8455,0.0,0.0,0.0,9,1,1,Cleopatra V of Egypt is father to which royalty?,[['dbp:mother']],['dbo:parent'],[[4]]
8461,0.0,0.0,0.0,11,1,0,To which educational institutions did Lesli Sanchez go for her studies?,[['dbo:education']],[],[[15]]
8465,0.0,0.0,0.0,9,1,0,Was Duanne Allman known to play the Les Paul?,[['dbp:notableInstruments']],[],[[9]]
8475,0.0,0.0,0.0,8,1,0,Do the west coast airlines fly to seattle?,[['dbo:targetAirport']],[],[[12]]
8498,0.0,0.0,0.0,6,1,1,How many bands began in Birmingham?,[['dbp:origin']],['dbo:hometown'],[[12]]
8512,0.0,0.0,0.0,9,1,1,which production company produced the film we're no angels?,[['dbo:distributor']],['dbp:studio'],[[119]]
8523,0.0,0.0,0.0,10,2,0,"What was the book that lead to Sagan's Cosmos, about?","[['dbo:subsequentWork'], ['dbp:subject']]",[],"[[31], [12]]"
8558,0.0,0.0,0.0,5,1,1,what is cesare canevari's nationality,[['dbo:nationality']],['dbo:birthPlace'],[[266]]
8563,0.0,0.0,0.0,15,2,0,What is the location of the pope whose major shrine is St. Peter's Basilica ?,"[['dbp:majorShrine'], ['dbp:birthPlace']]",[],"[[5], [1526]]"
8565,0.0,0.0,0.0,13,2,0,Which job of Irving Chernev is the non-fiction subject of the Thud ?,"[['dbo:occupation'], ['dbo:nonFictionSubject']]",[],"[[629], [14]]"
8578,0.0,0.0,0.0,13,2,0,Who has starred in the amusement park attractions where Jim Dooley was performing?,"[['dbp:music'], ['dbp:starring']]",[],"[[26], [31]]"
8579,0.0,0.0,0.0,5,1,1,Which company owns Evraz ?,[['dbo:owningCompany']],['dbo:owner'],[[10]]
8581,0.0,0.0,0.0,13,1,0,what was the episode following the pilot in the tv series Desperate Housewives,[['dbo:subsequentWork']],[],[[31]]
8592,0.0,0.0,0.0,6,1,1,what state is johnny ross from,[['dbo:hometown']],['dbo:birthPlace'],[[505]]
8599,0.0,0.0,0.0,6,1,1,which newspaper spread in hong kong,[['dbp:publishingCountry']],['dbo:headquarter'],[[3]]
8600,0.0,0.0,0.0,6,1,0,When was Alberta admitted as province?,[['dbp:admittancedate']],[],[[2]]
8618,0.0,0.0,0.0,9,1,1,what company produced the film letters from iwo jima,[['dbp:productionCompanies']],['dbp:studio'],[[5]]
8627,0.0,0.0,0.0,6,1,0,Name the source of Raa ?,[['dbo:source']],[],[[13]]
8629,0.0,0.0,0.0,11,2,0,To which party do the politicians who died in Delhi belong?,"[['dbp:placeOfDeath'], ['dbp:party']]",[],"[[32], [17]]"
8637,0.5,0.5,0.5,14,2,2,Count the total awards won by the writer who has won Goethe Prize ?,"[['dbp:awards'], ['dbp:awards']]","['dbo:award', 'dbp:awards']","[[50], [50]]"
8659,0.0,0.0,0.0,11,1,0,what is a piece of music has the philharmonia orchestra played?,[['dbo:artist']],[],[[1147]]
8662,0.0,0.0,0.0,9,1,0,Does Walt Disney Studio have a subsidiary called PixarCascadia_,[['dbo:subsidiary']],[],[[9]]
8665,0.0,0.0,0.0,5,1,1,what country is lassie from,[['dbo:country']],['dbo:birthPlace'],[[2554]]
8669,0.0,0.0,0.0,7,2,0,Give me all B-sides of the Ramones.,"[['dbo:musicalArtist'], ['dbo:bSide']]",[],"[[23], [1]]"
8672,0.0,0.0,0.0,5,1,1,what is freedy johnston's nationality,[['dbo:hometown']],['dbo:nationality'],[[505]]
8677,0.0,0.0,0.0,7,1,0,what is maria mccool's country if nationality?,[['dbo:birthPlace']],[],[[4201]]
8680,0.0,0.0,0.0,13,1,1,what is the name of the production company that released fright night ii?,[['dbo:distributor']],['dbp:studio'],[[119]]
8711,0.0,0.0,0.0,16,2,0,List down the schools whose mascot is an animal from the order of Even toed Ungulates?,"[['dbp:programmingLanguage'], ['dbp:designer']]",[],"[[15], [21]]"
8729,0.0,0.0,0.0,9,1,0,What are the awrds won by Laemmle Theatres ?,[['dbo:service']],[],[[9]]
8732,0.0,0.0,0.0,11,2,0,List softwares written in C++ and runs on Mac OS ?,"[['dbo:operatingSystem'], ['dbo:programmingLanguage']]",[],"[[15], [15]]"
8741,0.0,0.0,0.0,17,2,0,Name the river with source as Columbia Lake and river mouth is located in Clatsop Country ?,"[['dbo:riverMouth'], ['dbo:source']]",[],"[[39], [13]]"
8742,0.0,0.0,0.0,14,2,0,List the former partner of the figure skaters whose former choreographer was Igor Shpillband.,"[['dbo:formerChoreographer'], ['dbo:formerPartner']]",[],"[[3], [7]]"
8747,0.0,0.0,0.0,13,2,1,Count the movies directed by Tim Burton and music composer Danny Elfman ?,"[['dbp:director'], ['dbp:music']]",['dbo:musicComposer'],"[[19], [26]]"
8749,0.0,0.0,0.0,13,2,0,From which country did the Mauritius bank and the national commerce bank emerge?,"[['dbp:locationCountry'], ['dbp:locationCountry']]",[],"[[14], [14]]"
8757,0.0,0.0,0.0,12,2,0,What is the country of origin of the president of Skai group?,"[['dbo:keyPerson'], ['dbo:stateOfOrigin']]",[],"[[17], [18]]"
8778,0.0,0.0,0.0,12,1,0,Is Roger Federer the flagbearer of Switzerland at the 2004 Summer Olympics?,[['dbp:flagbearer']],[],[[5]]
8790,0.0,0.0,0.0,17,2,0,Which ground of 2016 Fort Lauderdale Strikers season is the palce of birth of Kaitlyn Ashley ?,"[['dbo:ground'], ['dbp:placeOfBirth']]",[],"[[10], [41]]"
8802,0.0,0.0,0.0,10,1,0,Colin Powell was the commander of which military conflict ?,[['dbo:commander']],[],[[30]]
8816,0.0,0.0,0.0,7,1,0,Is Luigi Brugnaro the mayor of Venice?,[['dbp:mayor']],[],[[5]]
8822,0.0,0.0,0.0,6,1,0,Was Henry Knox a major general?,[['dbo:militaryRank']],[],[[7]]
8828,0.0,0.0,0.0,6,1,1,which country is vuoksi river in,[['dbo:sourceCountry']],['dbo:country'],[[22]]
8837,0.0,0.0,0.0,11,2,0,Which Texas based company  was founded by Jim Harris ?,"[['dbo:locationCity'], ['dbp:founder']]",[],"[[25], [25]]"
8841,0.0,0.0,0.0,9,1,0,What is the stylistic origin of Wizard rock ?,[['dbo:stylisticOrigin']],[],[[7]]
8842,0.0,0.0,0.0,7,1,0,Does the owyhee river flow into oregon?,[['dbo:mouthMountain']],[],[[11]]
8845,0.0,0.0,0.0,7,1,0,where is crossing of the andes located,[['dbo:place']],[],[[257]]
8849,0.0,0.0,0.0,8,1,1,Which country is the prims river located in,[['dbo:sourceCountry']],['dbo:country'],[[22]]
8853,0.0,0.0,0.0,9,2,0,Where do cherry chevapravatdumrong and daisi pollard both live?,"[['dbo:residence'], ['dbo:residence']]",[],"[[34], [34]]"
8854,0.0,0.0,0.0,7,1,1,what is don stenberg's country of origin?,[['dbo:birthPlace']],['dbo:nationality'],[[4201]]
8872,0.0,0.0,0.0,6,1,1,where was mehmet fuat köprülü born,[['dbo:deathPlace']],['dbo:birthPlace'],[[1213]]
8887,0.0,0.0,0.0,8,2,0,Who founded the city where Pat Vincent die?,"[['dbo:deathPlace'], ['dbo:founder']]",[],"[[1213], [14]]"
8888,0.0,0.0,0.0,10,2,0,In which countries have the Start + Flug aircrafts originated?,"[['dbo:manufacturer'], ['dbp:nationalOrigin']]",[],"[[58], [10]]"
8893,0.0,0.0,0.0,6,1,0,List the seven kings of Rome.,[['dbp:title']],[],[[16]]
8896,0.0,0.0,0.0,13,2,0,Which former team of Franois Beauchemin does the Nathan Dempsey played for ?,"[['dbo:formerTeam'], ['dbp:playedFor']]",[],"[[36], [16]]"
8903,0.0,0.0,0.0,12,2,0,In which films did Julia Roberts as well as Richard Gere play?,"[['dbo:starring'], ['dbo:starring']]",[],"[[46], [46]]"
8904,0.0,0.0,0.0,9,2,0,Which colonel has allegiance to Colony of Virginia ?,"[['dbp:allegiance'], ['dbp:rank']]",[],"[[15], [6]]"
8920,0.0,0.0,0.0,5,1,0,Is Barack Obama a democrat?,[['dbo:party']],[],[[26]]
8927,0.0,0.0,0.0,6,1,1,Which country is centrale located in,[['dbo:location']],['dbo:country'],[[1670]]
8943,0.0,0.0,0.0,12,1,0,What are some fictional characters whose voice is in the peanuts movie?,[['dbo:voice']],[],[[11]]
8948,0.0,0.0,0.0,7,1,0,Who was the narrator in the point?,[['dbp:narrated']],[],[[12]]
8963,0.0,0.0,0.0,5,1,1,What is ofo uhiara's nationality?,[['dbo:country']],['dbo:nationality'],[[2554]]
8983,0.0,0.0,0.0,14,2,0,"List some teams for which someone who has played as a defender, now plays?","[['dbp:position'], ['dbo:team']]",[],"[[16], [46]]"
8987,0.0,0.0,0.0,18,2,0,Name the scientist who become the part of Royal Society and had academic advisor as Karl Ewald Hasse?,"[['dbo:academicAdvisor'], ['dbp:prizes']]",[],"[[9], [13]]"
9005,0.0,0.0,0.0,13,2,0,What is the total number of politicians whose predecessor's deputy is Jenny Macklin?,"[['dbp:predecessor'], ['dbp:deputy']]",[],"[[26], [9]]"
9018,0.0,0.0,0.0,13,2,0,What common team are Mikhail Pashnin and Robin Kovacs expected to play for?,"[['dbp:prospectTeam'], ['dbp:prospectTeam']]",[],"[[8], [8]]"
9028,0.0,0.0,0.0,14,2,0,Which party won both the general electoin and the andhra pradesh election in 2004?,"[['dbo:affiliation'], ['dbo:affiliation']]",[],"[[15], [15]]"
9030,0.0,0.0,0.0,17,1,0,"what city, located in the central part of the island of Honshu, Japan, was naoyuki shimizu born?",[['dbo:birthPlace']],[],[[4201]]
9033,0.0,0.0,0.0,12,1,0,Is Michelle D. Johnson the superintendent of United States Air Force Academy?,[['dbp:superintendent']],[],[[1]]
9038,0.0,0.0,0.0,6,1,0,Where is friedrich karl schmidt from,[['dbo:nationality']],[],[[266]]
9039,0.0,0.0,0.0,13,2,0,What is the parent company of the airline whose hub is in Detroit?,"[['dbp:hubs'], ['dbo:parentCompany']]",[],"[[10], [11]]"
9041,0.0,0.0,0.0,9,1,0,List all the musicals with music by Elton John.,[['dbo:musicBy']],[],[[10]]
9043,0.0,0.0,0.0,6,1,1,what type of show is freakshow,[['dbp:genre']],['dbo:genre'],[[246]]
9049,0.0,0.0,0.0,8,2,0,Brian Moriarty designed video games written by whom?,"[['dbo:designer'], ['dbp:writer']]",[],"[[11], [61]]"
9056,0.0,0.0,0.0,5,1,0,Is GIMP written in GTK+?,[['dbp:programmingLanguage']],[],[[15]]
9059,0.0,0.0,0.0,16,2,0,"How many home stadium are there, of the soccer club seasons whose chairman is Merritt Paulson?","[['dbp:chairman'], ['dbo:homeStadium']]",[],"[[5], [11]]"
9064,0.0,0.0,0.0,15,2,0,Which office holder's  military branch is Continental Army and vice president is John Adams?,"[['dbo:militaryBranch'], ['dbo:vicePresident']]",[],"[[19], [13]]"
9076,0.0,0.0,0.0,8,1,0,Sampson Cudjoe plays for the Ghana national team?,[['dbp:nationalteam']],[],[[14]]
9078,0.0,0.0,0.0,8,1,1,which city and state is pink hill in,"[['dbo:country', 'dbo:isPartOf']]",['dbo:locatedInArea'],"[[2554, 1891]]"
9092,0.0,0.0,0.0,8,1,1,which position does matt ware have in football,[['dbp:currentpositionplain']],['dbo:position'],[[12]]
9097,0.0,0.0,0.0,10,1,1,how can fabric 12: the amalgamation of soundz be characterized,[['dbo:type']],['dbo:genre'],[[1160]]
9101,0.0,0.0,0.0,10,2,0,Name the mascot of the military branch of William Harper.,"[['dbo:militaryBranch'], ['dbp:mascot']]",[],"[[19], [25]]"
9115,0.0,0.0,0.0,6,1,1,who directed the secret agent club,[['dbo:cinematography']],['dbo:director'],[[124]]
9116,0.0,0.0,0.0,9,1,0,what was paintin' the town brown: ween live 1990–1998,[['dbo:type']],[],[[1160]]
9122,0.0,0.0,0.0,6,1,0,what country is little walter from,[['dbo:hometown']],[],[[505]]
9124,0.0,0.0,0.0,11,2,0,Which Tim Birton's movie has a screenplay by Daniel Waters ?,"[['dbp:director'], ['dbp:screenplay']]",[],"[[19], [11]]"
9140,0.0,0.0,0.0,6,1,1,Who edited  British Gazette ?,[['dbp:editor']],['dbo:headquarter'],[[10]]
9149,0.0,0.0,0.0,12,2,0,List the television shows whose Composers are associated with Strontium 90 ?,"[['dbp:composer'], ['dbo:associatedBand']]",[],"[[12], [22]]"
9154,0.0,0.0,0.0,12,1,0,What is the name of the homeground of football team Panionios G.S.S.?,[['dbo:ground']],[],[[10]]
9160,0.0,0.0,0.0,5,1,1,Where does Manu cornet work?,[['dbp:employer']],['dbo:occupation'],[[13]]
9164,0.0,0.0,0.0,8,1,0,What is the government type of Kumta ?,[['dbp:governmentType']],[],[[3]]
9178,0.0,0.0,0.0,11,1,0,Which driver came first in the 1993 European Grand Prix ?,[['dbp:firstDriver']],[],[[5]]
9185,0.0,0.0,0.0,8,1,0,Who is the nominee of Jack Ryan ?,[['dbo:nominee']],[],[[9]]
9197,0.0,0.0,0.0,16,2,0,Name the parts of the settlements which has New Braunfels as one of the parts ?,"[['dbo:part'], ['dbo:part']]",[],"[[11], [11]]"
9202,0.0,0.0,0.0,14,2,0,What is the region of the ethnic group which speaks the language of Arkansas?,"[['dbo:language'], ['dbp:region']]",[],"[[520], [13]]"
9207,0.0,0.0,0.0,8,1,1,What is the genre of the three impostors?,[['dbo:literaryGenre']],['dbo:genre'],[[750]]
9209,0.0,0.0,0.0,15,2,0, How many scientist have won an award by the society led by Venkatraman Ramakrishnan?,"[['dbp:prizes'], ['dbp:leaderName']]",[],"[[13], [13]]"
9215,0.0,0.0,0.0,6,1,1,what albums are by black sabbath?,[['dbo:artist']],['dbo:type'],[[1147]]
9219,0.0,0.0,0.0,7,1,0,Was Queen Latifah in the U.N.I.T.Y. group?,[['dbo:musicalArtist']],[],[[23]]
9244,0.0,0.0,0.0,14,2,0,What is the largest city in the country where the San Marcos River originates?,"[['dbo:sourceMountain'], ['dbo:largestCity']]",[],"[[11], [23]]"
9273,0.0,0.0,0.0,8,1,1,who is the husband of Rosie Huntington Whiteley?,[['dbo:partner']],['dbo:spouse'],[[10]]
9293,0.0,0.0,0.0,12,2,0,Which president was served by someone whose lieutenant is Lewis Stuyvesant Chanler?,"[['dbp:lieutenant'], ['dbo:president']]",[],"[[4], [19]]"
9299,0.0,0.0,0.0,14,2,0,"Through which states does the road go, which has a junction on Keningston Maryland?","[['dbo:routeJunction'], ['dbo:state']]",[],"[[5], [875]]"
9304,0.0,0.0,0.0,8,1,0,How many companies are located in Toronto ?,[['dbo:locationCity']],[],[[25]]
9314,0.0,0.0,0.0,6,1,0,what tv genre is barney miller,[['dbo:genre']],[],[[5588]]
9318,0.0,0.0,0.0,8,1,0,What is the largest country in the world?,[['dbo:areaTotal']],[],[[7]]
9323,0.0,0.0,0.0,9,2,0,Count the tenants of the stadiums owned by toronto.,"[['dbp:owner'], ['dbp:tenants']]",[],"[[51], [10]]"
9325,0.0,0.0,0.0,21,2,0,In how many different places were the people born who are members of National Museum of Racing and Hall of Fame?,"[['dbp:birthPlace'], ['dbo:honours']]",[],"[[1526], [12]]"
9329,0.0,0.0,0.0,6,1,1,Which movie did byron haskin directed?,[['dbo:cinematography']],['dbo:director'],[[124]]
9350,0.0,0.0,0.0,11,2,0,List  bacterias whose orde is Bacillales and division is Firmicutes?,"[['dbo:division'], ['dbo:order']]",[],"[[12], [12]]"
9351,0.0,0.0,0.0,13,2,0,What are some dishes from the family of dishes which primarily use flour?,"[['dbo:type'], ['dbp:mainIngredient']]",[],"[[1160], [6]]"
