,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right
840,1.0,1.0,1.0,11,1,1,what is a show that michael j. weithorn is known for,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,11,1,1,[['dbo:creator']],['dbo:creator']
841,1.0,1.0,1.0,6,1,1,What position did cale hulse play?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
842,1.0,1.0,1.0,5,1,1,what is a fiction book,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,5,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
844,1.0,1.0,1.0,8,1,1,what kind of water body is mccombe lake,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type']
845,1.0,1.0,1.0,9,1,1,what are albums in the genre of experimental music,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
846,1.0,1.0,1.0,5,1,2,what is a news program,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",1.0,1.0,1.0,5,1,2,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']"
847,1.0,1.0,1.0,8,1,1,which label do the ames bros belong to,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,8,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
848,1.0,1.0,1.0,6,1,1,what film is directed by priyadarshan?,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,6,1,1,[['dbo:director']],['dbo:director']
849,1.0,1.0,1.0,5,1,2,Who did noel fielding influence?,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",1.0,1.0,1.0,5,1,2,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']"
850,1.0,1.0,1.0,9,1,1,What is an example of a visual novel game,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
852,1.0,1.0,1.0,6,1,1,what film did jean-pierre jeunet write,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer']
853,1.0,1.0,1.0,8,1,1,what language was used for the golden fortress,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,8,1,1,[['dbo:language']],['dbo:language']
854,1.0,1.0,1.0,3,1,2,where is langesund?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,3,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
855,1.0,1.0,1.0,12,1,1,what kind of music comprises live at londons talk of the town,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,12,1,1,[['dbo:genre']],['dbo:genre']
856,1.0,1.0,1.0,7,1,2,which british author was originally from ipswich,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
857,1.0,1.0,1.0,9,1,1,what are the names of compositions by mike shinoda,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,9,1,1,[['dbo:writer']],['dbo:writer']
858,1.0,1.0,1.0,7,1,1,which album was released by gary numan?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type']
859,1.0,1.0,1.0,10,1,1,who is the indian businessman founder of cafe coffee day,[['dbo:foundedBy']],['dbo:foundedBy'],1.0,1.0,1.0,10,1,1,[['dbo:foundedBy']],['dbo:foundedBy']
860,1.0,1.0,1.0,9,1,1,which city in illinois was jay rosenberg born in,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
861,1.0,1.0,1.0,5,1,2,Where is country estates located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,5,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
862,1.0,1.0,1.0,7,1,1,What type of school is whitworth university?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type']
863,1.0,1.0,1.0,7,1,1,which artists are signed with mercury records,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,7,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
864,1.0,1.0,1.0,8,1,1,what program was cosgrove hall the creator of,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,8,1,1,[['dbo:creator']],['dbo:creator']
865,1.0,1.0,1.0,9,1,1,Who was the developer of lego creator: knights kingdom?,[['dbo:developer']],['dbo:developer'],1.0,1.0,1.0,9,1,1,[['dbo:developer']],['dbo:developer']
867,1.0,1.0,1.0,5,1,2,who was born in elberton,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
868,1.0,1.0,1.0,4,1,1,Which author was murdered?,[['dbo:deathCause']],['dbo:deathCause'],1.0,1.0,1.0,4,1,1,[['dbo:deathCause']],['dbo:deathCause']
869,1.0,1.0,1.0,6,1,1,What is milan vilotić's birth place,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
871,1.0,1.0,1.0,12,1,1,what city and state is  buildings at 110-112 inman street located,[['dbo:location']],['dbo:location'],1.0,1.0,1.0,12,1,1,[['dbo:location']],['dbo:location']
873,1.0,0.8571428571428571,0.923076923076923,6,1,7,What is a city inside sardinia,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,0.8571428571428571,0.923076923076923,6,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
874,1.0,1.0,1.0,7,1,1,which country is stephen cullen carpenter from,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
875,1.0,1.0,1.0,6,1,1,which musician recorded metal blade records,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
877,1.0,1.0,1.0,8,1,1,what is a 1974 album by peggy lee,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type']
878,1.0,1.0,1.0,8,1,1,What weight division is boxer gorilla jones in?,[['dbp:weight']],['dbp:weight'],1.0,1.0,1.0,8,1,1,[['dbp:weight']],['dbp:weight']
879,1.0,1.0,1.0,7,1,1,who was lightning over water directed by,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director']
880,1.0,1.0,1.0,7,1,1,"Where was clete donald johnson, jr. born?",[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
883,1.0,1.0,1.0,6,1,1,what city was lysette anthony born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
885,1.0,0.5,0.6666666666666666,6,1,2,What European country is stör located?,[['dbo:country']],"['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,6,1,1,[['dbo:country']],['dbo:country']
886,1.0,1.0,1.0,6,1,1,what is a speculative fiction book?,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,6,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
887,1.0,1.0,1.0,17,1,1,"What is the kind of music featured of you can't do that on stage anymore, vol. 4?",[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,17,1,1,[['dbo:genre']],['dbo:genre']
888,1.0,1.0,1.0,6,1,1,where was sergio dias ribeiro born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
889,1.0,1.0,1.0,8,1,1,Name an artist who performs emo  music,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
890,1.0,1.0,1.0,9,1,1,where was the battle of dayr al-'aqul located in,[['dbo:place']],['dbo:place'],1.0,1.0,1.0,9,1,1,[['dbo:place']],['dbo:place']
891,1.0,1.0,1.0,12,1,1,what city and state in the united states is tito francona from,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,12,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
892,1.0,1.0,1.0,6,1,2,"who was born in gainesville, florida?","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
893,1.0,1.0,1.0,8,1,1,what type of album is dress to kill?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
896,1.0,1.0,1.0,8,1,1,which type of music is associated with tess,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
897,1.0,1.0,1.0,10,1,1,whats the title of a song by  art tatum,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,10,1,1,[['dbo:artist']],['dbo:artist']
898,1.0,1.0,1.0,8,1,1,What is a book in the sociology genre?,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,8,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
899,1.0,1.0,1.0,4,1,1,which book is suspense,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,4,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
900,1.0,1.0,1.0,8,1,1,What language was sweet kitty bellairs filmed in?,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,8,1,1,[['dbo:language']],['dbo:language']
901,1.0,1.0,1.0,9,1,1,which country did sir anthony jackson pass away in,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
902,1.0,1.0,1.0,7,1,1,where did arthur forbes gordon kilby die,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],1.0,1.0,1.0,7,1,1,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace']
903,1.0,1.0,1.0,5,1,1,where was bevan fransman born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
904,1.0,1.0,1.0,5,1,1,what is an album named,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,5,1,1,[['dbo:type']],['dbo:type']
906,1.0,1.0,1.0,6,1,1,What religion does refik saydam practice?,[['dbo:religion']],['dbo:religion'],1.0,1.0,1.0,6,1,1,[['dbo:religion']],['dbo:religion']
907,1.0,1.0,1.0,6,1,1,where did the caravan raids occur,[['dbo:place']],['dbo:place'],1.0,1.0,1.0,6,1,1,[['dbo:place']],['dbo:place']
909,1.0,1.0,1.0,12,1,1,What was the country of origin of the pirates of dark water,[['dbo:country']],['dbo:country'],1.0,1.0,1.0,12,1,1,[['dbo:country']],['dbo:country']
910,1.0,1.0,1.0,9,1,1,where in ohio is ilse lehiste's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
911,1.0,1.0,1.0,8,1,1,What sort of music does louie austen play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
912,1.0,1.0,1.0,8,1,1,what musical genre does  brandon reilly create,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
913,1.0,1.0,1.0,5,1,1,what school has single-sex education,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,5,1,1,[['dbo:type']],['dbo:type']
914,1.0,1.0,1.0,6,1,1,which artist makes thrash metal music?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
915,1.0,1.0,1.0,7,1,1,what is a 1998 speculative fiction book,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,7,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
917,1.0,1.0,1.0,7,1,1,who owns the the sligo champion newspaper,[['dbo:owner']],['dbo:owner'],1.0,1.0,1.0,7,1,1,[['dbo:owner']],['dbo:owner']
918,1.0,1.0,1.0,5,1,1,what is a blues-rock album,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre']
919,1.0,1.0,1.0,5,1,2,where would you find ventotene,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",1.0,1.0,1.0,5,1,1,"[['dbo:country', 'dbo:region']]",['dbo:country']
920,1.0,1.0,1.0,9,1,1,where in australia is the shire of central goldfields,[['dbo:country']],['dbo:country'],1.0,1.0,1.0,9,1,1,[['dbo:country']],['dbo:country']
922,1.0,1.0,1.0,6,1,1,what songs have minnie riperton composed?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer']
923,1.0,1.0,1.0,7,1,1,where did bill monroe kick the bucket,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
926,1.0,1.0,1.0,7,1,1,what baseball position does ryuma kidokoro play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position']
927,1.0,1.0,1.0,4,1,1,where is thomas located?,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],1.0,1.0,1.0,4,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
929,1.0,1.0,1.0,9,1,1,who composed the music for beauty and the beast,[['dbo:musicComposer']],['dbo:musicComposer'],1.0,1.0,1.0,9,1,1,[['dbo:musicComposer']],['dbo:musicComposer']
931,1.0,1.0,1.0,8,1,1,what track is from the artist samael (band)?,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,8,1,1,[['dbo:artist']],['dbo:artist']
934,1.0,1.0,1.0,8,1,2,"who was born in king's mountain, north carolina?","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,8,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
935,1.0,1.0,1.0,7,1,1,where was robert s. scott given birth,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
936,1.0,1.0,1.0,6,1,1,WHat genre is from the vaults,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
937,1.0,1.0,1.0,6,1,1,where was sergio peña clos born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
938,1.0,1.0,1.0,5,1,1,Where was wisdom agblexo born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
939,1.0,1.0,1.0,6,1,1,What music genre is Steve Swallow?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
941,1.0,1.0,1.0,8,1,1,what type of music does lady daisey make,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
942,1.0,1.0,1.0,6,1,1,which japanese band features bass guitar,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,6,1,1,[['dbo:instrument']],['dbo:instrument']
943,1.0,0.6666666666666666,0.8,7,1,3,what country is kabul medical university located,"[['dbo:country', 'dbo:city']]","['dbo:city', 'dbo:country', 'dbo:state']",1.0,1.0,1.0,7,1,1,"[['dbo:country', 'dbo:city']]",['dbo:country']
944,1.0,1.0,1.0,6,1,2,where in western europe is venzone,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",1.0,1.0,1.0,6,1,1,"[['dbo:country', 'dbo:region']]",['dbo:country']
945,1.0,1.0,1.0,8,1,1,What is a tourist attraction located in dhaka,[['dbo:location']],['dbo:location'],1.0,1.0,1.0,8,1,1,[['dbo:location']],['dbo:location']
946,1.0,1.0,1.0,15,1,1,"What genre would best describe the album ""The Best of Sam Cooke"" by Sam Cooke?",[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,15,1,1,[['dbo:genre']],['dbo:genre']
947,1.0,1.0,1.0,9,1,1,what program was created by  charles m. schulz,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,9,1,1,[['dbo:creator']],['dbo:creator']
948,1.0,1.0,1.0,8,1,1,What style of music does edsilia rombley sing?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
949,1.0,1.0,1.0,6,1,1,what instrument does rick kemp play,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,6,1,1,[['dbo:instrument']],['dbo:instrument']
950,1.0,1.0,1.0,5,1,1,who died of cardiovascular disease,[['dbo:deathCause']],['dbo:deathCause'],1.0,1.0,1.0,5,1,1,[['dbo:deathCause']],['dbo:deathCause']
951,1.0,1.0,1.0,7,1,1,what type of school is private university,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type']
952,1.0,1.0,1.0,12,1,1,What is the name of a game developed by black rock studio,[['dbo:developer']],['dbo:developer'],1.0,1.0,1.0,12,1,1,[['dbo:developer']],['dbo:developer']
953,1.0,1.0,1.0,8,1,1,What genre of music does neil landon write,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
954,1.0,1.0,1.0,5,1,1,what natural disaster hit nicaragua,[['dbp:areas']],['dbp:areas'],1.0,1.0,1.0,5,1,1,[['dbp:areas']],['dbp:areas']
955,1.0,1.0,1.0,11,1,1,who was the director of  the tv series episode sleepless,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,11,1,1,[['dbo:director']],['dbo:director']
956,1.0,1.0,1.0,5,1,1,where is percey located at?,[['dbo:country']],['dbo:country'],1.0,1.0,1.0,5,1,1,[['dbo:country']],['dbo:country']
957,1.0,1.0,1.0,8,1,1,what's the name of a 1974 jazz album?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
958,1.0,1.0,1.0,7,1,1,Which state was michael gungor born in,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
959,1.0,1.0,1.0,9,1,1,what was the place of birth of alain delon,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
960,1.0,1.0,1.0,6,1,2,where in the world is wafangdian,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,6,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
961,1.0,1.0,1.0,6,1,1,Where did fakhr ad-din ar-razi die?,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],1.0,1.0,1.0,6,1,1,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace']
962,1.0,1.0,1.0,7,1,1,what music label is romain virgo with?,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,7,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
964,1.0,1.0,1.0,8,1,1,which album was released by the band kamelot?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type']
965,1.0,1.0,1.0,11,1,1,where in the world did jesse owens take his last breath,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,11,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
966,1.0,1.0,1.0,8,1,1,What kind of music does mike skinner perform?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
970,1.0,1.0,1.0,6,1,1,what is one of madonna's track,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist']
972,1.0,1.0,1.0,7,1,1,who is the publisher of racket attack?,[['dbo:publisher']],['dbo:publisher'],1.0,1.0,1.0,7,1,1,[['dbo:publisher']],['dbo:publisher']
973,1.0,1.0,1.0,6,1,1,which genre does brush shiels create,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
977,1.0,1.0,1.0,7,1,1,what caused the death of dale robertson,[['dbo:deathCause']],['dbo:deathCause'],1.0,1.0,1.0,7,1,1,[['dbo:deathCause']],['dbo:deathCause']
978,1.0,1.0,1.0,7,1,1,what is raynald denoueix's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
979,1.0,1.0,1.0,5,1,1,Where is ernesto mejia from?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,0.5,0.6666666666666666,5,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbo:hometown']"
980,1.0,1.0,1.0,10,1,1,what was the release form of the album yellow moon,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,10,1,1,[['dbo:type']],['dbo:type']
981,1.0,1.0,1.0,9,1,1,what type of music does tom hamilton (musician) play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
982,1.0,1.0,1.0,7,1,1,what city was jack matthews born in,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
983,1.0,1.0,1.0,6,1,1,Which album is melody club from,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist']
984,1.0,1.0,1.0,11,1,1,in what industry is the mutant enemy productions a part of,[['dbo:industry']],['dbo:industry'],1.0,1.0,1.0,11,1,1,[['dbo:industry']],['dbo:industry']
985,1.0,1.0,1.0,11,1,1,What game play mode is offered for the game star soldier,[['dbp:modes']],['dbp:modes'],1.0,1.0,1.0,11,1,1,[['dbp:modes']],['dbp:modes']
986,1.0,1.0,1.0,7,1,1,Which musician composed it's different for girls,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer']
987,1.0,1.0,1.0,8,1,1,which baseball position is sam moffett charged of,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
988,1.0,1.0,1.0,5,1,1,witch country speaks nauete language,[['dbo:spokenIn']],['dbo:spokenIn'],1.0,1.0,1.0,5,1,1,[['dbo:spokenIn']],['dbo:spokenIn']
989,1.0,1.0,1.0,7,1,1,What's a building designed by pietro belluschi,[['dbo:architect']],['dbo:architect'],1.0,1.0,1.0,7,1,1,[['dbo:architect']],['dbo:architect']
990,1.0,1.0,1.0,6,1,1,name an alternative hip hop group,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
991,1.0,1.0,1.0,5,1,6,What's a place in italy,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,0.8571428571428571,0.923076923076923,5,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
992,1.0,1.0,1.0,8,1,1,who composed i ain't living long like this,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer']
993,1.0,1.0,1.0,7,1,1,Name a song written by carl perkins.,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,7,1,1,[['dbo:writer']],['dbo:writer']
994,1.0,1.0,1.0,5,1,2,who did john dewey influence,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",1.0,1.0,1.0,5,1,2,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']"
995,1.0,1.0,1.0,8,1,1,What kind of music is lullaby for columbine?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
996,1.0,1.0,1.0,6,1,1,qi baishi practices what art form?,[['dbo:field']],['dbo:field'],1.0,1.0,1.0,6,1,1,[['dbo:field']],['dbo:field']
997,1.0,1.0,1.0,7,1,1,what movie has music by carl stalling,[['dbo:musicComposer']],['dbo:musicComposer'],1.0,1.0,1.0,7,1,1,[['dbo:musicComposer']],['dbo:musicComposer']
998,1.0,1.0,1.0,11,1,1,who is given director's credit for the film the makioka sisters,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,11,1,1,[['dbo:director']],['dbo:director']
999,1.0,1.0,1.0,8,1,1,Who was a parent of frank joslyn baum,"[['dbo:parent', 'dbo:child']]",['dbo:parent'],1.0,1.0,1.0,8,1,1,"[['dbo:parent', 'dbo:child']]",['dbo:parent']
1000,1.0,1.0,1.0,7,1,1,who directed the film john and mary,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director']
1001,1.0,1.0,1.0,6,1,1,who are the founders of capezio,[['dbo:foundedBy']],['dbo:foundedBy'],1.0,1.0,1.0,6,1,1,[['dbo:foundedBy']],['dbo:foundedBy']
1002,1.0,1.0,1.0,7,1,1,what location was ralph botting born in,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
