,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
2292,1.0,1.0,1.0,7,1,1,Who published genesis rising: the universal crusade,[['dbo:publisher']],['dbo:publisher'],factoid,published genesis rising : universal crusade,0,-0.028861028344002428,-0.01504504325200284
2293,1.0,1.0,1.0,7,1,1,what movement is zlatko Šulentić associate with,[['dbo:movement']],['dbo:movement'],factoid,movement zlatko šulentić associate,0,-0.027749868738382383,-0.013880703158336904
2294,1.0,1.0,1.0,7,1,2,what county is gardner a part of,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,county gardner part,0,-0.04505857773418589,-0.006524492694147543
2295,1.0,1.0,1.0,6,1,1,what film did john hughes produce?,[['dbo:producer']],['dbo:producer'],factoid,film john hughes produce ?,0,-0.048964577305174624,-0.03127254190026788
2298,1.0,1.0,1.0,6,1,1,In which races does Coneygree compete?,[['dbp:race']],['dbp:race'],factoid,races coneygree compete ?,0,-0.027263507376028704,-0.013729452410319042
2299,1.0,1.0,1.0,8,1,1,What TV show was created by david letterman,[['dbo:creator']],['dbo:creator'],factoid,tv show created david letterman,0,-0.028362431184978172,-0.022063592811999145
2306,0.0,0.0,0.0,10,1,1,how can fabric 12: the amalgamation of soundz be characterized,[['dbo:type']],['dbo:genre'],factoid,fabric 12 : amalgamation soundz characterized,0,-0.02648794155466119,-0.014584582822868215
2308,0.0,0.0,0.0,11,1,0,What is the airline company has its headquarters in Dublin Airport?,[['dbp:headquarters']],[],factoid,airline company headquarters dublin airport ?,0,-0.035222327915690854,-0.016510829416506067
2309,1.0,1.0,1.0,5,1,1,What did jack lawrence compose,[['dbo:writer']],['dbo:writer'],factoid,jack lawrence compose,0,-0.029381356733246634,-0.016609373601323283
2311,0.0,0.0,0.0,13,2,0,What country did the successor of William Ofori Atta swear his oath to?,"[['dbp:predecessor'], ['dbp:allegiance']]",[],factoid,country successor william ofori atta swear oath ?,0,-0.041945388134815326,-0.015863880442625655
2314,0.0,0.0,0.0,8,1,0,Is Ingo Steuer the formercoach of Stanislav Morozov?,[['dbp:formercoach']],[],boolean,ingo steuer formercoach stanislav morozov ?,0,-0.027584640965424425,-0.015364482431768115
2315,0.0,0.0,0.0,7,1,0,In which department does Raymond Baldwin work?,[['dbp:branch']],[],factoid,department raymond baldwin work ?,0,-0.02984043805234875,-0.016524532931307304
2322,1.0,1.0,1.0,6,1,1,what film did joe carnahan write,[['dbo:writer']],['dbo:writer'],factoid,film joe carnahan write,0,-0.04504622108320383,-0.023167371140869045
2323,1.0,0.6666666666666666,0.8,7,1,3,Which country is gadjah mada university in,"[['dbo:country', 'dbo:city']]","['dbo:city', 'dbo:country', 'dbo:state']",factoid,country gadjah mada university,0,-0.047597260240050815,-0.01730401017131777
2324,0.0,0.0,0.0,6,1,0,Where is metropolitan borough of rochdale?,[['dbo:isPartOf']],[],factoid,metropolitan borough rochdale ?,0,-0.02821939647540946,-0.01263622765172195
2326,1.0,1.0,1.0,6,1,1,What is contained by dommara nandyal,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],factoid,contained dommara nandyal,0,-0.029743238144025574,-0.012650793372618905
2328,1.0,1.0,1.0,8,1,1,What film was karl freund a cinematographer for?,[['dbo:cinematography']],['dbo:cinematography'],factoid,film karl freund cinematographer ?,0,-0.042601555918503536,-0.014245230947295257
2329,1.0,0.5,0.6666666666666666,4,1,2,Who influenced michael mcdowell?,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",factoid,influenced michael mcdowell ?,0,-0.03296079956209602,-0.015697879373720833
2330,0.5,1.0,0.6666666666666666,10,2,1,What sports are played in schools in the capital region?,"[['dbp:region'], ['dbo:sport']]",['dbo:sport'],factoid,sports played schools capital region ?,0,-0.02670856301034247,-0.020968508795544048
2331,1.0,0.75,0.8571428571428571,7,1,4,what village is in st. louis county?,"[['dbo:province', 'dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,village st. louis county ?,0,-0.04801475836514271,-0.0059318769080427165
2332,0.0,0.0,0.0,6,1,1,which country is aliff aziz from,[['dbo:hometown']],['dbo:birthPlace'],factoid,country aliff aziz,0,-0.0453878066573383,-0.016155002595904588
2333,0.0,0.0,0.0,10,2,0,Which sitcoms are made by a company headquartered in NYC?,"[['dbo:company'], ['dbo:headquarter']]",[],factoid,sitcoms made company headquartered nyc ?,0,-0.03031331190518568,-0.01763639988141451
2335,0.0,0.0,0.0,9,1,1,What is the province of Rouen Business School ?,[['dbp:province']],['dbo:city'],factoid,province rouen business school ?,0,-0.031273313591734325,-0.01819642074783164
2336,1.0,1.0,1.0,6,1,2,what state is  riegelwood in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,state riegelwood,0,-0.045116623545805305,-0.011447198688017078
2337,0.0,0.0,0.0,7,1,1,what is the nationality of tomasz szczypiński?,[['dbo:nationality']],['dbo:birthPlace'],factoid,nationality tomasz szczypiński ?,0,-0.03467301329766839,-0.01932225797677337
2339,1.0,1.0,1.0,7,1,1,what industry is mci inc. involved in,[['dbo:industry']],['dbo:industry'],factoid,industry mci inc. involved,0,-0.02985643343785091,-0.017854193953924968
2344,1.0,1.0,1.0,7,1,1,What is the mouth of tigris river?,[['dbo:riverMouth']],['dbo:riverMouth'],factoid,mouth tigris river ?,0,-0.03368004962657219,-0.011497170175785613
2349,0.0,0.0,0.0,9,1,0,Who is the relative of Jim Farley (businessman) ?,[['dbp:relatives']],[],factoid,relative jim farley ( businessman ) ?,0,-0.02805860257616254,-0.010383338010322832
2350,1.0,1.0,1.0,10,1,1,Which military man was involved with the second boer war?,[['dbo:battle']],['dbo:battle'],factoid,military man involved second boer war ?,0,-0.02957231961156825,-0.016008650920825998
2352,1.0,1.0,1.0,13,1,1,What is a film that johann wolfgang von goethe contributed film story to,[['dbo:writer']],['dbo:writer'],factoid,film johann wolfgang von goethe contributed film story,0,-0.04585010400252277,-0.019682905263576817
2353,1.0,1.0,1.0,7,1,1,What is krishna datt's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,krishna datt 's place birth ?,0,-0.0435901575475425,-0.007170791988476464
2356,1.0,1.0,1.0,7,1,1,What country does mizz nina come from,[['dbo:hometown']],['dbo:hometown'],factoid,country mizz nina come,0,-0.045323981807906734,-0.015353413670943214
2357,1.0,1.0,1.0,4,1,2,Where is maplewood located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,maplewood located ?,0,-0.06985544384282825,-0.001510686485082592
2359,1.0,1.0,1.0,7,1,1,what cargill a private or public company,[['dbo:type']],['dbo:type'],factoid,cargill private public company,0,-0.034980457603175134,-0.01435003505121968
2362,1.0,1.0,1.0,8,1,7,What is a civil parish located in lincolnshire?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,civil parish located lincolnshire ?,0,-0.05745553981510995,-0.003494672020760804
2364,1.0,1.0,1.0,7,1,1,What religion did joe e. kernan practice,[['dbo:religion']],['dbo:religion'],factoid,religion joe e. kernan practice,0,-0.033833209529149595,-0.02082566941726519
2365,1.0,1.0,1.0,7,1,1,What language is the film baise-moi in?,[['dbo:language']],['dbo:language'],factoid,language film baise-moi ?,0,-0.04821018279862698,-0.023790606418737634
2368,1.0,1.0,1.0,4,1,2,What philosopher influenced montesquieu,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",factoid,philosopher influenced montesquieu,0,-0.030699016491927494,-0.0150867026199188
2369,1.0,1.0,1.0,6,1,1,"Where did richard maltby, sr. die",[['dbo:deathPlace']],['dbo:deathPlace'],factoid,"richard maltby , sr. die",0,-0.04338870655185422,-0.016672761043372588
2370,1.0,1.0,1.0,9,1,1,who is someone who has died of multiple sclerosis,[['dbo:deathCause']],['dbo:deathCause'],factoid,someone died multiple sclerosis,0,-0.039632821413367485,0.014577691230503191
2371,0.5,1.0,0.6666666666666666,10,2,1,List the birthplace of the medicians who studied in Harvard.,"[['dbo:institution'], ['dbo:birthPlace']]",['dbo:birthPlace'],list,list birthplace medicians studied harvard .,0,-0.030608316977338932,-0.01588120743797919
2374,1.0,0.3333333333333333,0.5,10,1,3,who is an American lawyer and politician from New York,[['dbo:occupation']],"['dbo:birthPlace', 'dbo:occupation', 'dbp:birthPlace']",factoid,american lawyer politician new york,0,-0.046734580337989176,0.01026907029885268
2376,1.0,1.0,1.0,6,1,1,what river does gabon partially contain,[['dbo:locatedInArea']],['dbo:locatedInArea'],factoid,river gabon partially contain,0,-0.032808611569019486,-0.013179306141613265
2377,1.0,1.0,1.0,6,1,1,which time zone is trzebnica in,[['dbo:timeZone']],['dbo:timeZone'],factoid,time zone trzebnica,0,-0.06336032551731184,0.0017461801883541222
2378,0.0,0.0,0.0,7,1,0,Give me all animals that are extinct.,[['dbo:conservationStatus']],[],list,give animals extinct .,0,-0.027902811767426972,-0.014424626346112033
2379,1.0,1.0,1.0,7,1,1,What's a song recorded by gordon giltrap,[['dbo:artist']],['dbo:artist'],factoid,'s song recorded gordon giltrap,0,-0.03110264513295108,-0.0105526536308233
2382,0.0,0.0,0.0,10,2,1,How many rivers are crossed by different Box Girder bridges?,"[['dbp:crosses'], ['dbp:design']]",['dbo:crosses'],count,many rivers crossed different box girder bridges ?,0,-0.03189176671310638,-0.017067643259492078
2388,0.0,0.0,0.0,9,2,0,Who is the daughter of Robert Kennedy married to?,"[['dbo:child'], ['dbo:spouse']]",[],factoid,daughter robert kennedy married ?,0,-0.02941863660887659,-0.013727087024740549
2390,1.0,1.0,1.0,8,1,1,what wars took place in the atlantic ocean,[['dbo:place']],['dbo:place'],factoid,wars took place atlantic ocean,0,-0.037927826698793715,-0.005105221121609165
2392,1.0,1.0,1.0,7,1,1,What fictional character did roy thomas create?,[['dbo:creator']],['dbo:creator'],factoid,fictional character roy thomas create ?,0,-0.02731436880761882,-0.021248674868445363
2393,1.0,1.0,1.0,6,1,1,who is trigg county named after?,[['dbp:namedFor']],['dbp:namedFor'],factoid,trigg county named ?,0,-0.04614296521130859,-0.005908000471734922
2394,1.0,1.0,1.0,9,1,1,Who wrote around the world in 80 days's story?,[['dbo:writer']],['dbo:writer'],factoid,wrote around world 80 days 's story ?,0,-0.03225564300337504,-0.019825391293870575
2396,1.0,1.0,1.0,7,1,2, Which district is bali located in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,district bali located,0,-0.06657676927174849,-0.0014427788142439921
2397,1.0,1.0,1.0,11,1,1,in which language is the long road to heaven movie spoken,[['dbo:language']],['dbo:language'],factoid,language long road heaven movie spoken,0,-0.04067803608280926,-0.025963631171702146
2398,0.0,0.0,0.0,11,2,0,Which ancient country had capital as Nicomedia and History of Trier?,"[['dbo:capital'], ['dbo:capital']]",[],factoid,ancient country capital nicomedia history trier ?,0,-0.04073905144043473,-0.016338338704835625
2399,0.5,1.0,0.6666666666666666,18,2,1,What is the common governing body of the Naval Air Facility Adak and Oahu Railway and Land Company?,"[['dbp:governingBody'], ['dbp:governingBody']]",['dbp:governingBody'],factoid,common governing body naval air facility adak oahu railway land company ?,0,-0.03304519839351537,-0.016305251669937272
2400,1.0,0.5,0.6666666666666666,6,1,2,Where did matt mccoy originate from?,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid,matt mccoy originate ?,0,-0.03059346685510961,-0.01954197128498614
2403,1.0,1.0,1.0,8,1,1,What sort of show is taking the flak,[['dbo:genre']],['dbo:genre'],factoid,sort show taking flak,0,-0.022691874422203332,-0.018979179575433172
2404,1.0,1.0,1.0,7,1,1,What is the time zone of huntsville?,[['dbo:timeZone']],['dbo:timeZone'],factoid,time zone huntsville ?,0,-0.06336032551731179,0.0017461801883538039
2406,1.0,1.0,1.0,8,1,2,what is a documentary film about game shows,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",factoid,documentary film game shows,0,-0.0462109473330752,-0.025977690141751712
2409,1.0,1.0,1.0,5,1,2,What country is río in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,country río,0,-0.051829991376180315,-0.0168868877999312
2410,1.0,1.0,1.0,7,1,1,What's a language that kader abdolah speaks,[['dbo:language']],['dbo:language'],factoid,'s language kader abdolah speaks,0,-0.033684074466784224,-0.019401324742923595
2411,1.0,1.0,1.0,4,1,2,where is waterloo contained,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,waterloo contained,0,-0.030485339566632887,-0.01223512954762664
2414,0.0,0.0,0.0,9,2,1,How many years was the Ford Model T manufactured?,"[['dbo:productionEndYear'], ['dbo:productionStartYear']]",['dbo:manufacturer'],count,many years ford model manufactured ?,0,-0.030963218559230506,-0.01818737821128629
2420,0.0,0.0,0.0,5,1,1,How did grigori rasputin die?,[['dbo:deathCause']],['dbo:deathPlace'],factoid,grigori rasputin die ?,0,-0.040624303122862866,-0.018218177341237093
2421,1.0,1.0,1.0,6,1,1,What languages are spoken in Pakistan?,[['dbo:language']],['dbo:language'],factoid,languages spoken pakistan ?,0,-0.03380686300553638,-0.016065576160202478
2424,1.0,1.0,1.0,7,1,1,what nationality does francisco camps identify as?,[['dbo:nationality']],['dbo:nationality'],factoid,nationality francisco camps identify ?,0,-0.03457062482268633,-0.016779570602022665
2427,0.5,1.0,0.6666666666666666,15,2,1,Which writer of A literary Nightmare also extended the work of The Apple tree ?,"[['dbo:author'], ['dbo:basedOn']]",['dbo:author'],factoid,writer literary nightmare also extended work apple tree ?,0,-0.028359703269871698,-0.014007805024820187
2431,1.0,1.0,1.0,7,1,1,What area did tropical storm hermine affect?,[['dbp:areas']],['dbp:areas'],factoid,area tropical storm hermine affect ?,0,-0.02927475152609716,-0.014132299002897768
2433,0.0,0.0,0.0,8,1,1,mickey ferriols is a citizen of what nation?,[['dbo:birthPlace']],['dbo:nationality'],factoid,mickey ferriols citizen nation ?,0,-0.02865238149829412,-0.015560251203180738
2434,1.0,1.0,1.0,5,1,1,what is produced by ghajini?,[['dbo:producer']],['dbo:producer'],factoid,produced ghajini ?,0,-0.03514953379958304,-0.017031327340218148
2436,1.0,1.0,1.0,8,1,1,what label is old crow medicine show under?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,label old crow medicine show ?,0,-0.027347692256753577,-0.013690217362006749
2439,1.0,1.0,1.0,6,1,1,What country is lasalle-wacker building in?,[['dbo:location']],['dbo:location'],factoid,country lasalle-wacker building ?,0,-0.04599843354715263,-0.014518633711601319
2440,1.0,1.0,1.0,6,1,2,what program is a romance film?,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",factoid,program romance film ?,0,-0.04396510047718113,-0.021042458612997327
2441,0.0,0.0,0.0,14,2,0,Which country were the people from who became famous for the Ramon Mangsaysay Award?,"[['dbo:knownFor'], ['dbo:stateOfOrigin']]",[],factoid,country people became famous ramon mangsaysay award ?,0,-0.044315314063146184,-0.008137850200297064
2447,1.0,1.0,1.0,9,1,1,What religion is abdul karim al-kabariti a part of,[['dbo:religion']],['dbo:religion'],factoid,religion abdul karim al-kabariti part,0,-0.03083839531460029,-0.01695594794838125
2449,1.0,1.0,1.0,8,1,1,what label are the butthole surfers signed to,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,label butthole surfers signed,0,-0.026338883452852534,-0.006465559322723355
2451,1.0,1.0,1.0,8,1,1,What is ryan barrett's weight division in boxing?,[['dbp:weight']],['dbp:weight'],factoid,ryan barrett 's weight division boxing ?,0,-0.02895982714072342,-0.018941046790511486
2453,1.0,1.0,1.0,7,1,1,What is a composition by stevie wonder,[['dbo:writer']],['dbo:writer'],factoid,composition stevie wonder,0,-0.028618270989620904,-0.01469980305425507
2455,0.5,1.0,0.6666666666666666,13,2,1,What is the common ethnicity of the Maike Evers and Francisco Lachowski ?,"[['dbo:ethnicity'], ['dbo:ethnicity']]",['dbo:ethnicity'],factoid,common ethnicity maike evers francisco lachowski ?,0,-0.02901078752683798,-0.01282525944341945
2456,1.0,1.0,1.0,10,1,1,which german journalist wrote for the film the odessa file?,[['dbo:writer']],['dbo:writer'],factoid,german journalist wrote film odessa file ?,0,-0.044414756199538864,-0.01846840601362946
2459,1.0,0.5,0.6666666666666666,5,1,2,Where is hoovina hadagali located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:region']",factoid,hoovina hadagali located ?,0,-0.05863628439316153,-0.00480632758758168
2461,1.0,1.0,1.0,9,1,1,which are the short stories that kurt vonnegut wrote?,[['dbo:author']],['dbo:author'],factoid,short stories kurt vonnegut wrote ?,0,-0.03277262237345372,-0.016625090804827682
2462,1.0,1.0,1.0,9,1,1,Who was the lyricist on hell of a life,[['dbo:writer']],['dbo:writer'],factoid,lyricist hell life,0,-0.028080201287062987,-0.018508358052204417
