,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
8740,1.0,1.0,1.0,12,1,1,What is the name of the label that roger miller records for?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,name label roger miller records ?,4,0.0005025964459733586,0.15875927276933058
8758,1.0,1.0,1.0,11,1,1,what is the name of a live album from herbie hancock,[['dbo:artist']],['dbo:artist'],factoid,name live album herbie hancock,4,0.1267019151878576,0.19055917705319012
8760,1.0,1.0,1.0,8,1,1,what is the name of a secondary school,[['dbo:type']],['dbo:type'],factoid,name secondary school,4,0.008096644738499295,0.1946364270753558
8763,0.0,0.0,0.0,12,1,1,what is the name of a series of albums featuring pop hits,[['dbo:type']],['dbo:genre'],factoid,name series albums featuring pop hits,4,0.030230153992713553,0.14312218071699723
8771,1.0,1.0,1.0,9,1,1,what is the name of a goa trance album,[['dbo:genre']],['dbo:genre'],factoid,name goa trance album,4,0.13597048087991992,0.21455104470203903
8789,1.0,1.0,1.0,9,1,1,where did the action off galveston light take place?,[['dbo:place']],['dbo:place'],factoid,action galveston light take place ?,4,-0.03455149084408092,-0.007998095609672143
8797,1.0,1.0,1.0,9,1,1,What's a conflict that took place in washington county,[['dbo:place']],['dbo:place'],factoid,'s conflict took place washington county,4,-0.057485213076921636,0.004203999126949907
8863,0.0,0.0,0.0,12,1,0,Name the home ground of  2015 Fort Lauderdale Strikers season ?,[['dbo:ground']],[],list,name home ground 2015 fort lauderdale strikers season ?,4,-0.011491248092187267,0.08194630672305502
8867,1.0,1.0,1.0,5,1,1,Name a gothic rock album.,[['dbo:genre']],['dbo:genre'],list,name gothic rock album .,4,0.258539138030709,0.33391927507829483
8868,1.0,1.0,1.0,5,1,1,Name an armed forces officer,[['dbo:occupation']],['dbo:occupation'],list,name armed forces officer,4,-0.0028921701633756124,0.1303584199024239
8882,1.0,1.0,1.0,7,1,1,Name a track by mose allison .,[['dbo:artist']],['dbo:artist'],list,name track mose allison .,4,-0.0016450789236298867,0.15148759608913537
8885,0.0,0.0,0.0,14,2,0,Name the movie written by Monty Python and distributed by Cinema International Corporation ?,"[['dbo:distributor'], ['dbp:writer']]",[],list,name movie written monty python distributed cinema international corporation ?,4,-0.01591174316855689,0.08483801340930364
8897,1.0,1.0,1.0,11,1,1,where in the midwest is john j. bagley place of death?,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,midwest john j. bagley place death ?,4,-0.04343047966078105,-0.011517748181814535
8913,1.0,0.6666666666666666,0.8,5,1,3,Name a place in Frankfurt.,"[['dbo:country', 'dbo:city', 'dbo:region', 'dbo:location']]","['dbo:city', 'dbo:isPartOf', 'dbo:location']",list,name place frankfurt .,4,-0.006075103175202481,0.20825957978830195
8923,1.0,1.0,1.0,10,1,1,"What is the name of a tourist attraction in ,",[['dbo:location']],['dbo:location'],factoid,"name tourist attraction ,",4,0.0036084142440272094,0.1887991258139845
8927,1.0,1.0,1.0,11,1,1,What is the name of a book written by jack kerouac,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],factoid,name book written jack kerouac,4,0.00466184416224529,0.14260133710802017
8934,1.0,1.0,1.0,8,1,7,What is the name of district in germany?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name district germany ?,4,0.003240444207878661,0.20349074565046799
8937,1.0,1.0,1.0,7,1,1,Where was Ömer Çelik's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,ömer çelik 's place birth ?,4,-0.04359015754754234,-0.007170791988476545
8950,0.0,0.0,0.0,16,2,0,Name the TV show whose opening theme is Gary Portnoy and the subsequent work is Frasier?,"[['dbo:openingTheme'], ['dbo:subsequentWork']]",[],list,name tv show whose opening theme gary portnoy subsequent work frasier ?,4,-0.011355262678188337,0.07790140161914243
8953,1.0,1.0,1.0,11,1,1,What is the name  of a track from the gathering,[['dbo:artist']],['dbo:artist'],factoid,name track gathering,4,0.005017275410622216,0.19344253713520357
8969,1.0,0.6666666666666666,0.8,8,1,3,"Name a town located in Tulsa County, Oklahoma.","[['dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",list,"name town located tulsa county , oklahoma .",4,-0.04974966782290838,0.14534649807712224
8994,1.0,1.0,1.0,7,1,1,Name an actress who died of penumonia.,[['dbo:deathCause']],['dbo:deathCause'],list,name actress died penumonia .,4,-0.010190705850455842,0.15838248826579915
8996,1.0,1.0,1.0,7,1,1,what was stanisław szeptycki's place of birth,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,stanisław szeptycki 's place birth,4,-0.04359015754754224,-0.007170791988476375
9013,1.0,1.0,1.0,6,1,1,Name someone who played the saxophone,[['dbo:instrument']],['dbo:instrument'],list,name someone played saxophone,4,-0.001186922873247169,0.17952214313175263
9027,1.0,1.0,1.0,10,1,1,what was the name of one of ian boddy's albums,[['dbo:artist']],['dbo:artist'],factoid,name one ian boddy 's albums,4,0.0008875499039849664,0.1295711526234068
9033,1.0,1.0,1.0,10,1,1,what is the place of birth for  charleston hughes,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth charleston hughes,4,-0.04481643939627274,-0.006954789244643098
9039,1.0,1.0,1.0,5,1,2,name a tv adventure program,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",list,name tv adventure program,4,0.005987087302430765,0.1732074952467077
9063,1.0,1.0,1.0,9,1,1,what is the place of death of dirk stikker,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death dirk stikker,4,-0.037940034299702455,-0.0032103300366410265
9075,0.0,0.0,0.0,10,1,0,"What is the name of a Galva, Illinois high school?",[['dbo:type']],[],factoid,"name galva , illinois high school ?",4,-0.004722985889560002,0.12448401716174663
9099,1.0,1.0,1.0,11,1,1,What is the name of an album by steven curtis chapman,[['dbo:artist']],['dbo:artist'],factoid,name album steven curtis chapman,4,0.11633347113173242,0.1872716170231437
9113,1.0,0.5,0.6666666666666666,8,1,2,What is the name of Mary's divine child?,[['dbo:parent']],"['dbo:child', 'dbo:parent']",factoid,name mary 's divine child ?,4,-0.0016549980049809885,0.14128512959323025
9133,0.0,0.0,0.0,12,2,0,List the name of the soccer clubs whose chairman is Joan Laporta.,"[['dbo:chairman'], ['dbp:name']]",[],list,list name soccer clubs whose chairman joan laporta .,4,-0.013779593884524708,0.08122929112240813
9139,1.0,1.0,1.0,11,1,1,what is the name of a track made by miliyah kato,[['dbo:artist']],['dbo:artist'],factoid,name track made miliyah kato,4,-0.0016156923085729026,0.13361509013769665
9156,0.0,0.0,0.0,9,1,1,name the races where bobby beasley took part ?,[['dbo:race']],['dbp:race'],list,name races bobby beasley took part ?,4,-0.00756065221512796,0.10833341712495187
9157,1.0,1.0,1.0,9,1,3,What is the name of a place in europe?,"[['dbo:country', 'dbo:region', 'dbo:location']]","['dbo:country', 'dbo:location', 'dbo:region']",factoid,name place europe ?,4,-0.006198186252300353,0.2383347108114767
9164,0.0,0.0,0.0,5,1,1,Name an elvis presley album,[['dbo:artist']],['dbo:genre'],list,name elvis presley album,4,0.13377494822465472,0.21065704430532972
9169,1.0,1.0,1.0,5,1,6,What's a place in italy,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,'s place italy,4,-0.045364874634919054,0.004804515835253524
9174,1.0,1.0,1.0,6,1,1,Name a location in ancash region.,"[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]",['dbo:isPartOf'],list,name location ancash region .,4,-0.005701408191744055,0.15959433408012966
9193,1.0,1.0,1.0,6,1,1,Name an album by serge gainsbourg,[['dbo:artist']],['dbo:artist'],list,name album serge gainsbourg,4,0.1291300345586051,0.2038358791423993
9213,0.0,0.0,0.0,11,2,0,Name the companies which are in cities under Denzil Minnan Wong?,"[['dbo:locationCity'], ['dbp:leaderName']]",[],list,name companies cities denzil minnan wong ?,4,-0.010316466419170762,0.10255675518270574
9221,1.0,0.14285714285714285,0.25,4,1,7,name a census-designated place,[['dbo:isPartOf']],"['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name census-designated place,4,-0.010822157601994424,0.17078283277093526
9232,1.0,1.0,1.0,8,1,1,Name someone who was killed by hodgkin lymphoma,[['dbo:deathCause']],['dbo:deathCause'],list,name someone killed hodgkin lymphoma,4,-0.011719396062310263,0.1442758491222878
9246,0.0,0.0,0.0,11,1,2,What is the name of a plateau located in menard county,"[['dbo:country', 'dbo:state']]","['dbo:isPartOf', 'dbo:location']",factoid,name plateau located menard county,4,-0.045125115170285446,0.1454201312128449
9261,0.0,0.0,0.0,7,2,1,Name some books by Spanish speaking authors.,"[['dbp:language'], ['dbp:author']]",['dbo:author'],list,name books spanish speaking authors .,4,-0.006185393837091055,0.11428575412147951
9279,0.0,0.0,0.0,18,2,0,Name the television show whose subsequent work is Frasier and opening theme is Where Everybody Knows Your Name?,"[['dbo:openingTheme'], ['dbo:subsequentWork']]",[],list,name television show whose subsequent work frasier opening theme everybody knows name ?,4,-0.0012585270221467475,0.13722937994514398
9305,0.0,0.0,0.0,6,1,1,What is bill cleary's birth place,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,bill cleary 's birth place,4,-0.045734618993170294,-0.010248214867792815
9318,1.0,1.0,1.0,8,1,1,Name a French revolutionary who died of decapitation,[['dbo:deathCause']],['dbo:deathCause'],list,name french revolutionary died decapitation,4,-0.010088539676186776,0.1260984280720672
9342,1.0,1.0,1.0,9,1,1,Where did the birth of bethany hamilton take place?,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],factoid,birth bethany hamilton take place ?,4,-0.043731657231970596,-0.00943954492567812
9356,1.0,1.0,1.0,5,1,1,Name an english civil engineer,[['dbo:occupation']],['dbo:occupation'],list,name english civil engineer,4,-0.002763344971276542,0.1426495875021985
9368,1.0,1.0,1.0,10,1,7,Which is the name of a castle located in germany?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name castle located germany ?,4,-0.03411831834472067,0.1770100962200587
9377,0.0,0.0,0.0,8,1,0,Name the mouth country of Upper Neretva ?,[['dbo:mouthCountry']],[],list,name mouth country upper neretva ?,4,-0.020434007357006848,0.12457390896112877
9386,1.0,1.0,1.0,8,1,1,Name a book from the genre speculative fiction,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name book genre speculative fiction,4,0.13914781367649673,0.1861382270590295
9390,1.0,1.0,1.0,3,1,1,Name a playwright.,[['dbo:occupation']],['dbo:occupation'],list,name playwright .,4,0.010244416125053264,0.20578395403880584
9401,1.0,1.0,1.0,8,1,1,What is the birth place of ann power,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place ann power,4,-0.042594187375606093,-0.006592439247608096
9459,1.0,1.0,1.0,8,1,1,What is the name of an independent school,[['dbo:type']],['dbo:type'],factoid,name independent school,4,0.007204108269527988,0.18843840446480498
9495,1.0,1.0,1.0,7,1,1,what is the name of a biography,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,name biography,4,0.014831520377113987,0.23310786177588388
9497,1.0,1.0,1.0,8,1,1,what battle took place at the leyte gulf,[['dbo:place']],['dbo:place'],factoid,battle took place leyte gulf,4,-0.038570791547905124,-0.005238231886589351
9502,1.0,1.0,1.0,6,1,2,What's a place is richmond county,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid,'s place richmond county,4,-0.0623403506435635,0.007920450550496306
9519,1.0,1.0,1.0,8,1,1,what's the name of a heavy metal album,[['dbo:genre']],['dbo:genre'],list,'s name heavy metal album,4,0.21502915633808345,0.30735658441966573
9542,1.0,1.0,1.0,5,1,1,Name a whitney houston track.,[['dbo:artist']],['dbo:artist'],list,name whitney houston track .,4,-0.0018571609733377984,0.15403205715114549
9547,0.0,0.0,0.0,17,2,0,Name the office holder with predecessor as Samuel W. McCall and office in Massachusetts House of Representatives?,"[['dbp:office'], ['dbp:predecessor']]",[],list,name office holder predecessor samuel w. mccall office massachusetts house representatives ?,4,-0.014545282264038607,0.0785804332792691
9548,1.0,0.6666666666666666,0.8,13,1,3,What is the name of a park located in the chicago metropolitan area,"[['dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:isPartOf', 'dbo:location']",factoid,name park located chicago metropolitan area,4,-0.03637733133908354,0.1373492911234112
9556,1.0,0.16666666666666666,0.2857142857142857,6,1,6,Name a city located in yucatan.,[['dbo:isPartOf']],"['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,name city located yucatan .,4,-0.07175417785513696,0.21707315275121342
9566,1.0,1.0,1.0,10,1,1,Whats the name of a battle that happened in chicago,[['dbo:place']],['dbo:place'],factoid,whats name battle happened chicago,4,0.001466727101146473,0.15916098475485702
9570,1.0,1.0,1.0,12,1,1,Name a town in Montana that is in the mountain time zone,[['dbo:timeZone']],['dbo:timeZone'],list,name town montana mountain time zone,4,-0.039492923663031025,0.15945230414625242
9571,1.0,1.0,1.0,5,1,6,Name a place in Italy,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name place italy,4,-0.0055322823800215155,0.23011451307944655
9622,1.0,1.0,1.0,6,1,1,Name a high school in Roswell,[['dbo:type']],['dbo:type'],list,name high school roswell,4,0.00023453655773103717,0.15010772300341366
9631,1.0,1.0,1.0,7,1,1,Where was rudolf clausius's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,rudolf clausius 's place death ?,4,-0.037754324258281194,-0.00326709160617627
9660,1.0,1.0,1.0,7,1,1,Where was gene barge's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,gene barge 's place birth ?,4,-0.04473378327025829,-0.007880314485109272
9678,1.0,1.0,1.0,8,1,1,where was the death place of silas casey,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,death place silas casey,4,-0.03749046266420133,-0.0037180098698686003
9705,1.0,1.0,1.0,9,1,1,where in china did jinzhou operation took place in?,[['dbo:place']],['dbo:place'],factoid,china jinzhou operation took place ?,4,-0.03839774957673973,-0.005519676946107448
9709,1.0,1.0,1.0,9,1,1,which 2009 musical tour took place in north america,[['dbo:place']],['dbo:place'],factoid,2009 musical tour took place north america,4,-0.036227552086348806,0.0021695281568123383
9719,1.0,1.0,1.0,11,1,1,What is a name of a suspense book released in 2008?,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,name suspense book released 2008 ?,4,0.0255257475085042,0.151039387097955
9728,1.0,1.0,1.0,8,1,1,what's the name of a bubblegum pop album,[['dbo:genre']],['dbo:genre'],list,'s name bubblegum pop album,4,0.1973070954404719,0.27554807193481146
9733,1.0,1.0,1.0,4,1,1,Name a famous musician,[['dbo:occupation']],['dbo:occupation'],list,name famous musician,4,0.014633288010830746,0.25521304407534146
9741,0.0,0.0,0.0,17,2,0,Name some people who are buried in a place governed by the US Department of the Interior?,"[['dbp:restingplace'], ['dbp:governingBody']]",[],list,name people buried place governed us department interior ?,4,-0.02136455158123627,0.10355707658303913
9804,1.0,1.0,1.0,7,1,1,what is denny mcknight's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,denny mcknight 's place birth ?,4,-0.04408174469984405,-0.007011310096735483
9822,0.0,0.0,0.0,7,1,0,what place was founded by fiocchi munizioni,[['dbo:foundationPlace']],[],factoid,place founded fiocchi munizioni,4,-0.03862908075078356,-0.0055409790574240825
9837,1.0,1.0,1.0,10,1,1,what is the place of death for james c. dozier,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,place death james c. dozier,4,-0.041886231863395025,-0.0028120901674874815
9847,0.5,1.0,0.6666666666666666,17,2,1,NAme the emplyer for whihc Manu cornet has worked and also written in Google Web Toolkit ?,"[['dbo:author'], ['dbp:employer']]",['dbo:author'],list,name emplyer whihc manu cornet worked also written google web toolkit ?,4,-0.017696096989347154,0.06868130907519397
9860,0.0,0.0,0.0,11,1,1,Name the language of I Love How You Love Me ?,[['dbp:language']],['dbo:language'],list,name language love love ?,4,-0.0036052985278160095,0.1416557191748457
9916,1.0,1.0,1.0,5,1,7,Name a college in california,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name college california,4,0.0010263833000316537,0.21503396330220304
9917,0.0,0.0,0.0,10,2,0,Name the fictional character whose voice's animator is Hardie Gramatky?,"[['dbo:voice'], ['dbp:animator']]",[],list,name fictional character whose voice 's animator hardie gramatky ?,4,-0.013219529254210929,0.09446309356433887
9927,1.0,1.0,1.0,12,1,7,What is the name of a river located in the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name river located united states,4,-0.06563390682922035,0.2334887286517323
9931,1.0,1.0,1.0,6,1,7,name a locations contained in Wisconsin?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name locations contained wisconsin ?,4,-0.004697409260883519,0.1553247252215897
9969,0.0,0.0,0.0,16,2,0,Name the president who has relations with Clinton family and had a lieutenant named Winston Bryant?,"[['dbo:lieutenant'], ['dbo:relation']]",[],list,name president relations clinton family lieutenant named winston bryant ?,4,-0.014153634640496963,0.0773163814954609
9974,1.0,1.0,1.0,7,1,1,where is dwayne plummer's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,dwayne plummer 's place birth ?,4,-0.04425139770981907,-0.006702712364376254
9977,0.0,0.0,0.0,11,1,1,Name a classical music piece written by the new york philharmonic,[['dbo:artist']],['dbo:genre'],list,name classical music piece written new york philharmonic,4,0.09243698670946136,0.08480270038400449
9991,1.0,0.8571428571428571,0.923076923076923,10,1,7,what is the name of a college in north america,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name college north america,4,-0.006778659354712243,0.1828876000573255
9998,1.0,1.0,1.0,6,1,1,Name a track from Depeche Mode.,[['dbo:artist']],['dbo:artist'],list,name track depeche mode .,4,-0.0012003425278950743,0.16577014940716817
10018,1.0,1.0,1.0,8,1,7,where is a place to visit in california,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,place visit california,4,-0.04420476307767839,-0.0014213036578140637
10028,1.0,1.0,1.0,10,1,1,name an event that took place in the united states,[['dbo:place']],['dbo:place'],list,name event took place united states,4,-0.03523840013384186,0.1846536521433251
10036,1.0,1.0,1.0,5,1,1,Name a rock music station,[['dbo:programmeFormat']],['dbo:programmeFormat'],list,name rock music station,4,0.31441713557849077,0.21983368990947832
10037,1.0,1.0,1.0,4,1,1,Name a Japanese actor,[['dbo:occupation']],['dbo:occupation'],list,name japanese actor,4,-0.0008289620237290168,0.21866840535035367
10051,1.0,1.0,1.0,4,1,1,Name a book biography.,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name book biography .,4,0.027319199452194427,0.20679766134961222
10056,0.0,0.0,0.0,6,1,0,Name a song produced by u2?,[['dbo:artist']],[],list,name song produced u2 ?,4,-0.009562860630250365,0.16588983598844315
10061,1.0,1.0,1.0,4,1,1,Name a professional lawyer.,[['dbo:occupation']],['dbo:occupation'],list,name professional lawyer .,4,0.002643479702269098,0.1832870569256399
10066,0.0,0.0,0.0,7,1,0,Name the wine regions of Baco noir?,[['dbo:wineRegion']],[],list,name wine regions baco noir ?,4,-0.007325353575007022,0.10326770044558226
10076,1.0,1.0,1.0,6,1,3,Name a township in pine county.,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",list,name township pine county .,4,-0.020667959595651895,0.16432787838400456
10080,0.0,0.0,0.0,19,2,0,"Name the writer whose one of the notable work is Adventures of Huckleberry Finn and died in Redding, Connecticut?","[['dbo:deathPlace'], ['dbo:notableWork']]",[],list,"name writer whose one notable work adventures huckleberry finn died redding , connecticut ?",4,-0.018689507393788187,0.08637072522085155
10095,1.0,1.0,1.0,7,1,1,What is lee nerison's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,lee nerison 's place birth ?,4,-0.04763570602820424,-0.008293649038442433
10110,1.0,1.0,1.0,10,1,1,what is a name of music produced by paul banks,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,name music produced paul banks,4,0.1425104130835673,0.09722313938150155
10141,1.0,1.0,1.0,11,1,1,What is the name of an album by the bouncing souls,[['dbo:artist']],['dbo:artist'],factoid,name album bouncing souls,4,0.12913003455860497,0.20383587914240606
10144,0.0,0.0,0.0,15,2,0,Name the military conflict whose commander was Colin Powell and took place in israel ?,"[['dbo:commander'], ['dbo:place']]",[],list,name military conflict whose commander colin powell took place israel ?,4,-0.022942987414431057,0.09514679574036128
10178,1.0,1.0,1.0,9,1,1,What is the name of a popular dance-pop DJ,[['dbo:genre']],['dbo:genre'],factoid,name popular dance-pop dj,4,0.04548644957794876,0.1641155579719667
10185,1.0,1.0,1.0,8,1,1,What is the birth place of jo weil,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place jo weil,4,-0.04453308059324977,-0.006705698655189542
10197,1.0,1.0,1.0,6,1,1,Where did gosannen war take place,[['dbo:place']],['dbo:place'],factoid,gosannen war take place,4,-0.0392801854691371,-0.007356540464830879
10205,1.0,1.0,1.0,7,1,1,Where did the whiskey rebellion take place,[['dbo:place']],['dbo:place'],factoid,whiskey rebellion take place,4,-0.037321105310342044,-0.006852772697989874
10212,1.0,1.0,1.0,4,1,1,Name an autobiography book,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name autobiography book,4,0.027219332701211373,0.19994998774805464
10217,1.0,1.0,1.0,7,1,1,What is mark atkins place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,mark atkins place birth,4,-0.04786708318386809,-0.006042591679803666
10224,1.0,1.0,1.0,5,1,1,Name a male Ecuadorian writer,[['dbo:occupation']],['dbo:occupation'],list,name male ecuadorian writer,4,-0.0055779185442285115,0.14895768178804147
10226,0.0,0.0,0.0,21,2,0,What  is the meaning of the Isa (name) which is also a relegion of Sacred Heart Convent School (Bangkok) ?,"[['dbp:meaning'], ['dbo:type']]",[],factoid,meaning isa ( name ) also relegion sacred heart convent school ( bangkok ) ?,4,-0.01254572304540033,0.0701568983607867
10243,1.0,1.0,1.0,6,1,1,Name a public school (government funded).,[['dbo:type']],['dbo:type'],list,name public school ( government funded ) .,4,-0.0041875228160479115,0.1323501097531915
10246,1.0,1.0,1.0,9,1,1,what is the name of a  private school,[['dbo:type']],['dbo:type'],factoid,name private school,4,0.009211756426069057,0.20929707164866732
10250,1.0,1.0,1.0,9,1,1,What is the name of a sports radio station,[['dbo:programmeFormat']],['dbo:programmeFormat'],factoid,name sports radio station,4,0.004306922148899874,0.1626013234774677
