,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,training_count
8153,0.5,0.2,0.2857142857142857,19,2,5,How many honorary title are there of the scientists who has  Australian of the Year award  ?,"[['dbo:award'], ['dbo:award']]","['dbo:award', 'dbo:country', 'dbo:restingPlace', 'dbp:awards', 'dbp:prizes']",count,"[[67], [67]]"
8161,0.0,0.0,0.0,9,1,5,What is the type of Naval Station Bremerton ?,[['dbp:type']],"['dbo:field', 'dbo:programmeFormat', 'dbo:type', 'dbo:writer', 'dbp:developer']",factoid,[[12]]
8180,0.5,0.2,0.2857142857142857,18,2,5,Tell me the name of the Prime Time Entertainment Network's TV show whose Artist is Christopher Franke ?,"[['dbo:network'], ['dbp:artist']]","['dbo:starring', 'dbp:artist', 'dbp:company', 'dbp:creator', 'dbp:network']",list,"[[23], [38]]"
8226,0.5,0.2,0.2857142857142857,18,2,5,Which past members of the The Conglomerate (American group) also sang Take Me There (Blackstreet & Ma song)?,"[['dbo:musicalBand'], ['dbp:pastMembers']]","['dbo:artist', 'dbo:associatedBand', 'dbo:musicComposer', 'dbo:musicalArtist', 'dbp:pastMembers']",factoid,"[[10], [13]]"
8231,0.5,0.2,0.2857142857142857,13,2,5,What is the city  of the television station whose affiliations is LATV?,"[['dbp:affiliations'], ['dbp:city']]","['dbo:hometown', 'dbo:programmeFormat', 'dbp:affiliation', 'dbp:affiliations', 'dbp:area']",factoid,"[[16], [28]]"
8234,0.5,0.2,0.2857142857142857,8,2,5,Which government agency is run by Supachai Somcharoen?,"[['dbo:leader'], ['dbp:agencyName']]","['dbo:developer', 'dbo:leader', 'dbo:location', 'dbp:governingBody', 'dbp:leaderName']",factoid,"[[32], [4]]"
8235,0.5,0.2,0.2857142857142857,10,2,5,What country had the title of 2001 Speedway Ekstraliga ?,"[['dbp:title'], ['dbo:country']]","['dbo:award', 'dbo:country', 'dbo:genre', 'dbo:nationality', 'dbp:locationCountry']",factoid,"[[16], [2554]]"
8237,0.0,0.0,0.0,12,1,5,How many gold medals did Michael Phelps win at the 2008 Olympics?,[['dbo:goldMedalist']],"['dbo:birthPlace', 'dbo:bronzeMedalist', 'dbo:religion', 'dbo:silverMedalist', 'dbp:race']",count,[[1]]
8245,0.5,0.2,0.2857142857142857,19,2,5,What is the city  of the 2015 MLS All-Star Game and birthplace of the The Okee Dokee Brothers,"[['dbp:city'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:city', 'dbp:birthPlace', 'dbp:birthplace', 'dbp:placeOfBirth']",factoid,"[[28], [4201]]"
8265,0.0,0.0,0.0,9,1,5,from what south american country is amado nervo from,[['dbo:deathPlace']],"['dbo:birthPlace', 'dbo:country', 'dbo:hometown', 'dbo:nationality', 'dbp:birthPlace']",factoid,[[1213]]
8267,0.0,0.0,0.0,8,1,5,Did Alexander Magleby study at the Dartmouth College?,[['dbo:university']],"['dbo:almaMater', 'dbo:campus', 'dbo:college', 'dbo:institution', 'dbp:almaMater']",boolean,[[10]]
8333,0.5,0.2,0.2857142857142857,18,2,5,Name the TV show which has judge as harry Connick and is broadcasted on Fox Broadcasting Company ?,"[['dbo:channel'], ['dbp:judges']]","['dbp:channel', 'dbp:creator', 'dbp:judges', 'dbp:network', 'dbp:presenter']",list,"[[8], [12]]"
8380,0.0,0.0,0.0,13,2,5,In which team did Dave Bing and Ron Reed started their basketball career?,"[['dbp:draftTeam'], ['dbp:draftTeam']]","['dbo:coach', 'dbo:debutTeam', 'dbo:formerTeam', 'dbo:team', 'dbp:debutteam']",factoid,"[[17], [17]]"
8394,0.0,0.0,0.0,5,1,5,what is maksud sadikovs nationality,[['dbo:citizenship']],"['dbo:birthPlace', 'dbo:country', 'dbo:hometown', 'dbo:nationality', 'dbp:birthPlace']",factoid,[[16]]
8399,0.0,0.0,0.0,13,1,5,What was a county that josiah tattnall served at the name source for,[['dbp:namedFor']],"['dbo:broadcastArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region']",factoid,[[40]]
8406,0.5,0.2,0.2857142857142857,12,2,5,"Who was the president under whom, a governor participated in Shay's rebellion?","[['dbo:battle'], ['dbp:president']]","['dbo:battle', 'dbo:president', 'dbo:relation', 'dbp:branch', 'dbp:governor']",factoid,"[[293], [23]]"
8417,0.0,0.0,0.0,6,1,5,what country is cher (department) in?,[['dbo:isPartOf']],"['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:state']",factoid,[[1891]]
8438,0.5,0.2,0.2857142857142857,8,2,5,Food in which countries has shallot in it?,"[['dbo:ingredient'], ['dbo:country']]","['dbo:country', 'dbo:isPartOf', 'dbo:region', 'dbo:state', 'dbp:country']",list,"[[21], [2554]]"
8446,0.0,0.0,0.0,9,1,5,"what is private equity located in providence, rhode island",[['dbo:industry']],"['dbo:country', 'dbo:license', 'dbo:type', 'dbp:modes', 'dbp:religion']",factoid,[[223]]
8457,0.5,0.2,0.2857142857142857,20,2,5,Which home stadium of 2011-12 FC Spartak Moscow season is also the location of birth of the Svetlana Gounkina ?,"[['dbo:homeStadium'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:locationCity', 'dbp:homeStadium', 'dbp:placeOfBirth', 'dbp:stadium']",factoid,"[[11], [4201]]"
8463,0.5,0.2,0.2857142857142857,9,2,5,What are some devices whose manufacturers are in taiwan?,"[['dbo:manufacturer'], ['dbp:locationCountry']]","['dbo:location', 'dbo:manufacturer', 'dbo:product', 'dbp:birthPlace', 'dbp:locationCity']",factoid,"[[58], [14]]"
8483,0.5,0.2,0.2857142857142857,21,2,5,In how many different places were the people born who are members of National Museum of Racing and Hall of Fame?,"[['dbp:birthPlace'], ['dbo:honours']]","['dbo:birthPlace', 'dbo:honours', 'dbp:placeOfBirth', 'dbp:placeOfDeath', 'dbp:race']",count,"[[1526], [12]]"
8489,0.0,0.0,0.0,16,2,5,List the junctions which lie on U.S. Route 59 in Texas and U.S. Route 59 ?,"[['dbp:junction'], ['dbp:junction']]","['dbo:battle', 'dbo:country', 'dbo:county', 'dbo:routeJunction', 'dbo:writer']",list,"[[4], [4]]"
8498,0.0,0.0,0.0,6,1,5,Name the city of Phil-Ellena ?,[['dbo:city']],"['dbo:hometown', 'dbo:locationCity', 'dbp:birthPlace', 'dbp:district', 'dbp:placeOfDeath']",list,[[1218]]
8512,0.5,0.2,0.2857142857142857,12,2,5,Give me some TV stations whose network's main language is American English?,"[['dbp:network'], ['dbo:language']]","['dbo:language', 'dbo:network', 'dbo:officialLanguage', 'dbp:language', 'dbp:voices']",list,"[[18], [520]]"
8517,0.5,0.2,0.2857142857142857,12,2,5,What is the political party of Arun Chandra Guha and Indira Gandhi?,"[['dbo:party'], ['dbo:party']]","['dbo:deathPlace', 'dbo:leaderName', 'dbo:party', 'dbo:type', 'dbp:party']",factoid,"[[26], [26]]"
8528,0.5,0.2,0.2857142857142857,10,2,5,Whose famous works have been illustrated by E W Kemble?,"[['dbp:illustrator'], ['dbo:notableWork']]","['dbo:knownFor', 'dbp:creator', 'dbp:illustrator', 'dbp:notableInstruments', 'dbp:notableworks']",factoid,"[[4], [92]]"
8575,0.5,0.2,0.2857142857142857,12,2,5,Name the common managing club of the Ivan Toplak and Bret Simon?,"[['dbo:managerClub'], ['dbo:managerClub']]","['dbo:governingBody', 'dbo:manager', 'dbo:managerClub', 'dbp:club', 'dbp:managerclubs']",list,"[[12], [12]]"
8588,0.0,0.0,0.0,7,1,5,What are some islands in the bahamas?,[['dbp:archipelago']],"['dbo:artist', 'dbo:hometown', 'dbo:isPartOf', 'dbo:location', 'dbp:location']",factoid,[[9]]
8594,0.5,0.2,0.2857142857142857,21,2,5,Count the total number of launch site of the rockets which have been launched form Cape Canaveral Air Force Station ?,"[['dbo:launchSite'], ['dbo:launchSite']]","['dbo:ground', 'dbo:launchSite', 'dbo:manufacturer', 'dbp:deathPlace', 'dbp:type']",count,"[[12], [12]]"
8611,0.5,0.2,0.2857142857142857,9,2,5,Which university's graduates have worked in the Quartermaster corps?,"[['dbo:militaryUnit'], ['dbo:almaMater']]","['dbo:almaMater', 'dbo:employer', 'dbo:occupation', 'dbp:branch', 'dbp:employer']",factoid,"[[16], [45]]"
8620,0.0,0.0,0.0,6,1,5,which film did siddiq barmak direct,[['dbo:editing']],"['dbo:country', 'dbo:deathPlace', 'dbo:director', 'dbo:isPartOf', 'dbo:position']",factoid,[[90]]
8642,0.5,0.2,0.2857142857142857,15,2,5,"Name the river with Readin, Brekshire in its path and mouth place is Sothend-on-sea ?","[['dbo:mouthPlace'], ['dbp:city']]","['dbo:city', 'dbo:mouthPlace', 'dbo:riverMouth', 'dbo:sourcePlace', 'dbp:mouthLocation']",list,"[[7], [28]]"
8655,0.0,0.0,0.0,10,1,5,Is The Orator in the National Archaeological Museum of Florence?,[['dbp:museum']],"['dbo:architecturalStyle', 'dbo:region', 'dbo:restingPlace', 'dbp:artist', 'dbp:placeOfBurial']",boolean,[[5]]
8676,0.5,0.2,0.2857142857142857,13,2,5,List all the notable work of the screen writer who produced Frasier ?,"[['dbo:notableWork'], ['dbo:notableWork']]","['dbo:notableWork', 'dbo:producer', 'dbo:writer', 'dbp:notableworks', 'dbp:writer']",list,"[[92], [92]]"
8682,0.5,0.2,0.2857142857142857,12,2,5,Which band had members who are now in The Bleeding Heart Band?,"[['dbo:formerBandMember'], ['dbo:associatedBand']]","['dbo:associatedBand', 'dbo:bandMember', 'dbp:currentMembers', 'dbp:notableInstruments', 'dbp:pastMembers']",factoid,"[[10], [22]]"
8683,0.0,0.0,0.0,6,1,5,Is Sloth in the Chordate phylum?,[['dbp:phylum']],"['dbo:literaryGenre', 'dbo:origin', 'dbo:phylum', 'dbp:inflow', 'dbp:mouthLocation']",boolean,[[4]]
8691,0.0,0.0,0.0,6,1,5,Was Ganymede discovered by Galileo Galilei?,[['dbp:discoverer']],"['dbo:discoverer', 'dbo:foundedBy', 'dbo:genre', 'dbo:knownFor', 'dbo:location']",boolean,[[4]]
8702,0.5,0.2,0.2857142857142857,8,2,5,Where do the judge advocate general corps live?,"[['dbp:rank'], ['dbp:residence']]","['dbo:almaMater', 'dbo:militaryRank', 'dbo:residence', 'dbp:employer', 'dbp:residence']",factoid,"[[6], [25]]"
8713,0.5,0.2,0.2857142857142857,13,2,5,Which is the common nation of Louisa Hill and American Football Wellington from?,"[['dbo:country'], ['dbo:country']]","['dbo:country', 'dbo:nationality', 'dbp:birthPlace', 'dbp:nationality', 'dbp:state']",factoid,"[[2554], [2554]]"
8714,0.0,0.0,0.0,4,1,5,When did Muhammad die?,[['dbo:deathDate']],"['dbo:birthPlace', 'dbo:deathCause', 'dbo:deathPlace', 'dbp:birthPlace', 'dbp:deathPlace']",factoid,[[7]]
8734,0.0,0.0,0.0,14,1,5,What is the name of the six-disc box set of material by The Kinks?,[['dbo:type']],"['dbo:distributor', 'dbo:location', 'dbo:mountainRange', 'dbo:publisher', 'dbo:restingPlace']",factoid,[[1160]]
8786,0.5,0.2,0.2857142857142857,15,2,5,Which writer of Tales of Suspense is also the writer of karakuri Dji Ultimo ?,"[['dbp:author'], ['dbp:writers']]","['dbo:notableWork', 'dbo:writer', 'dbp:narrated', 'dbp:writer', 'dbp:writers']",factoid,"[[24], [10]]"
8794,0.0,0.0,0.0,10,1,5,What school of architecture is the lisbon cathedral classified within,[['dbp:architectureStyle']],"['dbo:architect', 'dbo:architecturalStyle', 'dbo:location', 'dbo:region', 'dbo:type']",factoid,[[4]]
8806,0.5,0.2,0.2857142857142857,13,2,5,List the awards given to the race horses bred by Willis Sharpe Kilmer.,"[['dbo:breeder'], ['dbo:honours']]","['dbo:award', 'dbo:birthPlace', 'dbo:honours', 'dbp:race', 'dbp:trainer']",list,"[[4], [12]]"
8823,0.5,0.2,0.2857142857142857,17,2,5,What is the headquarters of the public transit system which is the section of Red Ahead ?,"[['dbo:isPartOf'], ['dbp:headquarters']]","['dbo:owningOrganisation', 'dbo:type', 'dbp:deathPlace', 'dbp:headquarters', 'dbp:operator']",factoid,"[[1891], [32]]"
8829,0.0,0.0,0.0,9,1,5,Which planet was first discovered by Johann Gottfried Galle?,[['dbp:discoverer']],"['dbo:birthPlace', 'dbo:knownFor', 'dbo:location', 'dbo:notableWork', 'dbp:birthPlace']",factoid,[[4]]
8843,0.5,0.2,0.2857142857142857,14,2,5,What is the religion of the governors whose office is the Bank of Thailand?,"[['dbp:office'], ['dbo:religion']]","['dbo:capital', 'dbo:militaryBranch', 'dbo:religion', 'dbp:branch', 'dbp:headquarters']",factoid,"[[17], [257]]"
8846,0.0,0.0,0.0,9,1,5,Sentinel High School  team is known as ?,[['dbp:teamName']],"['dbo:child', 'dbo:knownFor', 'dbo:type', 'dbp:highSchool', 'dbp:knownFor']",list,[[2]]
8851,0.5,0.2,0.2857142857142857,11,2,5,Name some relatives of the people studied in Manurewa High School?,"[['dbo:school'], ['dbo:relative']]","['dbo:almaMater', 'dbo:relation', 'dbo:relative', 'dbp:almaMater', 'dbp:education']",list,"[[5], [22]]"
8878,0.5,0.2,0.2857142857142857,7,2,5,Which house has published books about Jazz?,"[['dbo:nonFictionSubject'], ['dbo:publisher']]","['dbo:hometown', 'dbo:publisher', 'dbp:author', 'dbp:publisher', 'dbp:subject']",factoid,"[[14], [288]]"
8925,0.5,0.2,0.2857142857142857,14,2,5,What is the capital of the region which maintains the South Park Bridge ?,"[['dbo:maintainedBy'], ['dbo:countySeat']]","['dbo:capital', 'dbo:countySeat', 'dbo:locatedInArea', 'dbo:region', 'dbp:owner']",factoid,"[[12], [10]]"
8930,0.5,0.2,0.2857142857142857,6,2,5,Which musician wrote the most books?,"[['dbo:occupation'], ['dbo:author']]","['dbo:author', 'dbo:musicalArtist', 'dbo:writer', 'dbp:author', 'dbp:writer']",factoid,"[[629], [426]]"
8947,0.5,0.2,0.2857142857142857,8,2,5,King crimson has been recorded in which places?,"[['dbo:artist'], ['dbo:recordedIn']]","['dbo:country', 'dbo:musicComposer', 'dbo:producer', 'dbo:recordLabel', 'dbo:recordedIn']",list,"[[1147], [13]]"
8974,0.5,0.2,0.2857142857142857,14,2,5,In how many different places can I find companies which were founded in toronto?,"[['dbp:locations'], ['dbo:foundationPlace']]","['dbo:foundationPlace', 'dbo:foundedBy', 'dbo:locationCity', 'dbp:foundation', 'dbp:founder']",count,"[[5], [37]]"
8976,0.0,0.0,0.0,4,1,5,who developed google videos?,[['dbp:developer']],"['dbo:author', 'dbo:birthPlace', 'dbo:developer', 'dbo:owner', 'dbp:birthPlace']",factoid,[[18]]
8983,0.5,0.2,0.2857142857142857,10,2,5,People born in Saint-Amand-en-Puisaye are famous for what things ?,"[['dbo:birthPlace'], ['dbp:knownFor']]","['dbo:birthPlace', 'dbo:knownFor', 'dbo:notableWork', 'dbp:birthPlace', 'dbp:placeOfBirth']",list,"[[4201], [20]]"
9003,0.0,0.0,0.0,7,1,5,What is the highest place of Karakoram?,[['dbp:highest']],"['dbo:elevation', 'dbo:height', 'dbo:locatedInArea', 'dbo:mountainRange', 'dbp:birthPlace']",factoid,[[2]]
9007,0.5,0.2,0.2857142857142857,11,2,5,Where is the head quarters of the owner of Hamline Avenue?,"[['dbo:owner'], ['dbp:headquarters']]","['dbo:author', 'dbo:deathPlace', 'dbo:restingPlace', 'dbp:headquarters', 'dbp:owner']",factoid,"[[83], [32]]"
9017,0.0,0.0,0.0,7,1,5,acer nigrum is used in making what?,[['dbo:ingredient']],"['dbo:currency', 'dbo:location', 'dbo:manufacturer', 'dbo:occupation', 'dbo:programmingLanguage']",list,[[21]]
9047,0.5,0.2,0.2857142857142857,10,2,5,Who are some cofounders of record labels with Frank Rogers?,"[['dbo:foundedBy'], ['dbp:founder']]","['dbo:genre', 'dbo:recordLabel', 'dbp:founder', 'dbp:label', 'dbp:owner']",factoid,"[[73], [25]]"
9119,0.5,0.2,0.2857142857142857,21,2,5,Where did the ultimate fighter: a champion will be crowned tonight and ultimate fighter: team rousey vs team tate take place?,"[['dbp:city'], ['dbp:city']]","['dbo:country', 'dbo:deathPlace', 'dbp:city', 'dbp:deathPlace', 'dbp:debutteam']",factoid,"[[28], [28]]"
9129,0.0,0.0,0.0,13,1,5,"What is the location town of First Church of Christ, Scientist (Pittsburgh) ?",[['dbp:locationTown']],"['dbo:birthPlace', 'dbo:city', 'dbo:hometown', 'dbo:locationCity', 'dbp:birthPlace']",factoid,[[6]]
9146,0.5,0.2,0.2857142857142857,14,2,5,Which team has had both Martin prochzka and garry unger as its players ?,"[['dbo:formerTeam'], ['dbo:formerTeam']]","['dbo:author', 'dbo:formerTeam', 'dbo:team', 'dbp:playedFor', 'dbp:team']",factoid,"[[36], [36]]"
9148,0.0,0.0,0.0,5,1,5,When was John Adams born?,[['dbo:birthDate']],"['dbo:birthPlace', 'dbo:child', 'dbo:team', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid,[[9]]
9153,0.5,0.2,0.2857142857142857,14,2,5,"What team were the people drafted to, which are in the National Hockey League?","[['dbp:league'], ['dbp:draftTeam']]","['dbo:team', 'dbp:draftTeam', 'dbp:placeOfBirth', 'dbp:team', 'dbp:tenants']",factoid,"[[12], [17]]"
9170,0.5,0.2,0.2857142857142857,13,2,5,What is the war in which both K Fordice and P Fitzwallace fight?,"[['dbp:battles'], ['dbp:battles']]","['dbo:battle', 'dbo:territory', 'dbp:battles', 'dbp:combatant', 'dbp:office']",factoid,"[[35], [35]]"
9184,0.5,0.2,0.2857142857142857,16,2,5,Name a  river with source country as Zambia and source location as Ikelenge  District?,"[['dbo:sourceCountry'], ['dbp:sourceLocation']]","['dbo:country', 'dbo:district', 'dbo:location', 'dbo:region', 'dbo:sourceCountry']",list,"[[22], [9]]"
9187,0.0,0.0,0.0,7,1,5,Was Queen Latifah in the U.N.I.T.Y. group?,[['dbo:musicalArtist']],"['dbo:associatedBand', 'dbo:bandMember', 'dbo:genre', 'dbo:hometown', 'dbp:currentMembers']",boolean,[[23]]
9192,0.6666666666666666,0.4,0.5,11,3,5,Who is starring in Spanish movies produced by Benicio del Toro?,"[['dbo:country'], ['dbo:starring'], ['dbo:producer']]","['dbo:country', 'dbo:executiveProducer', 'dbo:starring', 'dbp:producer', 'dbp:starring']",factoid,"[[2554], [46], [506]]"
9198,0.0,0.0,0.0,7,1,5,Does the platte river originate in Colorado?,[['dbo:sourceRegion']],"['dbo:mouthMountain', 'dbo:riverMouth', 'dbo:source', 'dbo:sourceMountain', 'dbp:mouthLocation']",boolean,[[7]]
9203,0.5,0.2,0.2857142857142857,10,2,5,Which series was written by Eric Jendresen and John Orloff?,"[['dbp:writer'], ['dbp:writer']]","['dbo:author', 'dbo:notableWork', 'dbo:series', 'dbp:author', 'dbp:writer']",factoid,"[[61], [61]]"
9207,0.5,0.2,0.2857142857142857,16,2,5,Which destinations of the Air 2000 is also the location continent of the Falken Tire ?,"[['dbp:destinations'], ['dbo:locationCountry']]","['dbo:destination', 'dbo:location', 'dbo:nationality', 'dbp:deathPlace', 'dbp:destinations']",factoid,"[[18], [8]]"
9208,0.0,0.0,0.0,12,1,5,who was the president under whom winston bryant served as a lieutenant?,[['dbo:lieutenant']],"['dbo:almaMater', 'dbo:president', 'dbp:branch', 'dbp:lieutenant', 'dbp:predecessor']",factoid,[[6]]
9217,0.0,0.0,0.0,6,1,5,What is Jon Speelman famous for?,[['dbo:field']],"['dbo:director', 'dbo:knownFor', 'dbo:occupation', 'dbp:knownFor', 'dbp:notableInstruments']",factoid,[[83]]
9223,0.0,0.0,0.0,9,1,5,Was Lucrezia Tornabuoni the mother of Lorenzo de' Medici?,[['dbp:mother']],"['dbo:child', 'dbo:parent', 'dbo:relative', 'dbp:children', 'dbp:spouse']",boolean,[[4]]
9262,0.5,0.2,0.2857142857142857,17,2,5,"Where did the athlete start his career, who did his highschool in Red Lion Area School District?","[['dbo:highschool'], ['dbp:debutteam']]","['dbo:hometown', 'dbo:knownFor', 'dbp:birthPlace', 'dbp:debutteam', 'dbp:highSchool']",factoid,"[[5], [21]]"
9310,0.5,0.2,0.2857142857142857,10,2,5,What sports are played in schools in the capital region?,"[['dbp:region'], ['dbo:sport']]","['dbo:capital', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:sport']",factoid,"[[13], [41]]"
9322,0.5,0.2,0.2857142857142857,13,2,5,In how many different people are alumini of the University of Oxford working?,"[['dbp:almaMater'], ['dbo:field']]","['dbo:almaMater', 'dbo:country', 'dbp:almaMater', 'dbp:education', 'dbp:employer']",count,"[[29], [83]]"
9327,0.5,0.2,0.2857142857142857,14,2,5,Which university of Alexandre Tichonov is the place of death of Valentin Muratov /,"[['dbp:university'], ['dbp:placeOfDeath']]","['dbo:deathPlace', 'dbp:deathPlace', 'dbp:education', 'dbp:placeOfBirth', 'dbp:placeOfDeath']",factoid,"[[3], [32]]"
9353,0.0,0.0,0.0,12,2,5,For which team do Guido Guerrini and Massimo Liverani currently play for?,"[['dbp:currentTeam'], ['dbp:currentTeam']]","['dbo:formerTeam', 'dbo:team', 'dbp:currentclub', 'dbp:name', 'dbp:playedFor']",factoid,"[[7], [7]]"
9358,0.5,0.2,0.2857142857142857,14,2,5,List the total number of awards of the musicals who have won Tony Award?,"[['dbp:awards'], ['dbp:awards']]","['dbo:award', 'dbo:birthPlace', 'dbo:honours', 'dbo:musicBy', 'dbp:awards']",list,"[[50], [50]]"
9370,0.0,0.0,0.0,9,1,5,Where was Girls (The Prodigy song)  recorded ?,[['dbp:recorded']],"['dbo:artist', 'dbo:musicalArtist', 'dbo:recordedIn', 'dbo:writer', 'dbp:writer']",factoid,[[6]]
9374,0.0,0.0,0.0,11,1,5,Is National Archaeological Museum (Florence) the museum of Chimera of Arezzo?,[['dbp:museum']],"['dbo:location', 'dbo:phylum', 'dbo:region', 'dbo:restingPlace', 'dbp:genre']",boolean,[[5]]
9377,0.5,0.2,0.2857142857142857,12,2,5,"How many tenats have been there, of the constructions of PCL constructures?","[['dbo:builder'], ['dbo:tenant']]","['dbo:builder', 'dbo:manufacturer', 'dbo:product', 'dbo:type', 'dbp:location']",count,"[[14], [28]]"
9388,0.5,0.2,0.2857142857142857,13,2,5,What are some TV shows similar to the one produced by Susie Liggat?,"[['dbo:related'], ['dbp:producer']]","['dbo:executiveProducer', 'dbo:network', 'dbo:producer', 'dbo:related', 'dbp:company']",factoid,"[[16], [24]]"
9419,0.0,0.0,0.0,9,1,5,Is Henry Knox a commander of Continental Artillery Regiment?,[['dbo:notableCommander']],"['dbo:commander', 'dbo:genre', 'dbo:isPartOf', 'dbp:commander', 'dbp:notableCommanders']",boolean,[[3]]
9422,0.5,0.2,0.2857142857142857,9,2,5,Which team did Michael and Ryan Powell play for?,"[['dbo:team'], ['dbo:team']]","['dbo:formerTeam', 'dbo:position', 'dbo:team', 'dbp:playedFor', 'dbp:team']",factoid,"[[46], [46]]"
9426,0.5,0.2,0.2857142857142857,14,2,5,Which wine region of Bogdanua is the Croatian Inline hockey team part of ?,"[['dbo:wineRegion'], ['dbo:country']]","['dbo:origin', 'dbo:region', 'dbo:wineRegion', 'dbp:playedFor', 'dbp:region']",factoid,"[[12], [2554]]"
9455,0.0,0.0,0.0,8,1,5,Does the west thurrock come under Essex county?,[['dbo:ceremonialCounty']],"['dbo:district', 'dbo:genre', 'dbo:hometown', 'dbo:isPartOf', 'dbo:region']",boolean,[[5]]
9467,0.0,0.0,0.0,10,1,5,What type of rock is new ipswich mountain made of,[['dbo:type']],"['dbo:artist', 'dbo:genre', 'dbo:hometown', 'dbo:musicComposer', 'dbp:deathPlace']",factoid,[[1160]]
9479,0.5,0.2,0.2857142857142857,7,2,5,What awards have been given to Screenwriters?,"[['dbp:occupation'], ['dbp:awards']]","['dbo:award', 'dbo:occupation', 'dbo:writer', 'dbp:awards', 'dbp:screenplay']",factoid,"[[7], [50]]"
9489,0.5,0.2,0.2857142857142857,15,2,5,What foundation palce of Temenos Group is the death palce of jerzy Jzef Poocki ?,"[['dbp:placeOfDeath'], ['dbp:foundation']]","['dbo:deathPlace', 'dbo:founder', 'dbp:deathPlace', 'dbp:founder', 'dbp:placeOfDeath']",factoid,"[[32], [17]]"
9491,0.5,0.2,0.2857142857142857,7,2,5,Give me the grandchildren of Elvis Presley.,"[['dbo:child'], ['dbo:child']]","['dbo:author', 'dbo:child', 'dbo:location', 'dbo:parent', 'dbp:children']",list,"[[150], [150]]"
9494,0.0,0.0,0.0,9,1,5,Humes High School is alma mater to which person?,[['dbp:education']],"['dbo:almaMater', 'dbo:college', 'dbo:institution', 'dbp:almaMater', 'dbp:employer']",list,[[21]]
9495,0.0,0.0,0.0,11,1,5,What is the current team of John McGuinness (motorcycle racer) ?,[['dbp:currentTeam']],"['dbo:formerTeam', 'dbp:currentMembers', 'dbp:deathPlace', 'dbp:prospectTeam', 'dbp:race']",factoid,[[7]]
9498,0.5,0.2,0.2857142857142857,12,2,5,In which films did Julia Roberts as well as Richard Gere play?,"[['dbo:starring'], ['dbo:starring']]","['dbo:director', 'dbo:starring', 'dbp:director', 'dbp:music', 'dbp:starring']",factoid,"[[46], [46]]"
9507,0.0,0.0,0.0,8,1,5,What town is rancho camulos a part of?,[['dbo:location']],"['dbo:country', 'dbo:district', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:region']",factoid,[[1670]]
9521,0.5,0.2,0.2857142857142857,9,2,5,What is the mascot of military in Quezon city?,"[['dbp:garrison'], ['dbp:mascot']]","['dbo:city', 'dbo:isPartOf', 'dbo:militaryBranch', 'dbo:religion', 'dbp:mascot']",factoid,"[[8], [25]]"
9526,0.0,0.0,0.0,10,1,5,Was andy worhol the director of the san diego surf?,[['dbo:cinematography']],"['dbo:birthPlace', 'dbo:deathPlace', 'dbo:director', 'dbo:editing', 'dbp:deathPlace']",boolean,[[124]]
9536,0.0,0.0,0.0,8,1,5,Was George Cash in the western australian parliament?,[['dbp:parliament']],"['dbo:country', 'dbo:isPartOf', 'dbo:region', 'dbo:state', 'dbp:leader']",boolean,[[1]]
9538,0.5,0.2,0.2857142857142857,9,2,5,What islands are there on the Greater Antilles archipelago?,"[['dbp:archipelago'], ['dbp:name']]","['dbo:country', 'dbo:location', 'dbo:product', 'dbp:archipelago', 'dbp:crosses']",factoid,"[[9], [18]]"
9543,0.5,0.2,0.2857142857142857,14,2,5,"Where is the fictional character from, whose last appearance was in the Avengers, 1998?","[['dbp:last'], ['dbp:nationality']]","['dbo:portrayer', 'dbo:previousWork', 'dbo:series', 'dbp:characters', 'dbp:last']",factoid,"[[2], [17]]"
9547,0.5,0.2,0.2857142857142857,20,2,5,List all the presidents of the school which had atleast one of the president as Queen Noor of Jordan ?,"[['dbo:president'], ['dbo:president']]","['dbo:artist', 'dbo:president', 'dbo:sport', 'dbp:branch', 'dbp:president']",list,"[[19], [19]]"
9549,0.0,0.0,0.0,9,1,5,what is the place of birth of tomasz markowski?,[['dbo:nationality']],"['dbo:birthPlace', 'dbo:deathPlace', 'dbo:district', 'dbo:hometown', 'dbp:birthPlace']",factoid,[[266]]
9551,0.5,0.2,0.2857142857142857,10,2,5,In which countries were the Russian volleyball team players born?,"[['dbp:nationalteam'], ['dbp:placeOfBirth']]","['dbo:birthPlace', 'dbo:country', 'dbo:formerTeam', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid,"[[14], [41]]"
9560,0.0,0.0,0.0,18,2,5,What is the debut team of the american football player who studied in North Fort Myers High School?,"[['dbo:highschool'], ['dbp:debutteam']]","['dbo:almaMater', 'dbo:college', 'dbo:debutTeam', 'dbo:type', 'dbp:almaMater']",factoid,"[[5], [21]]"
