,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
978,1.0,1.0,1.0,10,1,3,What is the name of a country located in europe,"[['dbo:country', 'dbo:region', 'dbo:location']]","['dbo:country', 'dbo:location', 'dbo:region']",factoid,1.0,1.0,1.0,10,1,3,"[['dbo:country', 'dbo:region', 'dbo:location']]","['dbo:country', 'dbo:location', 'dbo:region']",factoid
979,1.0,1.0,1.0,8,1,1,which 1918 silent film was released in germany?,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:language']],['dbo:language'],factoid
980,1.0,1.0,1.0,12,1,1,What gameplay mode is supported by the computer videogame mashed: fully loaded,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,12,1,1,[['dbp:modes']],['dbp:modes'],factoid
981,1.0,1.0,1.0,5,1,1,Where was itimi dickson birthed,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
982,1.0,1.0,1.0,7,1,1,What is a john legend christmas song,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],factoid
983,1.0,1.0,1.0,4,1,1,chrispitman played what instrument,[['dbo:instrument']],['dbo:instrument'],list,1.0,1.0,1.0,4,1,1,[['dbo:instrument']],['dbo:instrument'],list
984,1.0,1.0,1.0,9,1,1,What is the governing body of Fort Monroe ?,[['dbp:governingBody']],['dbp:governingBody'],factoid,1.0,1.0,1.0,9,1,1,[['dbp:governingBody']],['dbp:governingBody'],factoid
986,1.0,1.0,1.0,8,1,1,What subgenre of metal does lunar womb play,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
987,1.0,1.0,1.0,14,1,1,what is the content type of the album forgotten songs of some old yesterday,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,14,1,1,[['dbo:type']],['dbo:type'],factoid
988,1.0,1.0,1.0,12,2,2,Which companies have launched a rocket from Cape Canaveral Air Force station?,"[['dbo:launchSite'], ['dbo:manufacturer']]","['dbo:launchSite', 'dbo:manufacturer']",factoid,0.5,1.0,0.6666666666666666,12,2,1,"[['dbo:launchSite'], ['dbo:manufacturer']]",['dbo:launchSite'],factoid
989,1.0,0.5,0.6666666666666666,6,1,2,what actor was born in http://en.wikipedia.org/wiki/Princess_Juliana_International_Airport,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,0.5,0.6666666666666666,6,1,2,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
990,1.0,1.0,1.0,9,1,1,anatole dauman was a film producer for what film?,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:producer']],['dbo:producer'],factoid
991,1.0,1.0,1.0,6,1,1,What's a track from todd terje,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist'],factoid
992,1.0,1.0,1.0,7,1,1,What type of lake is etang saumâtre,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type'],factoid
993,1.0,1.0,1.0,10,1,1,How many books have been penned by Miguel de Cervantes?,[['dbo:author']],['dbo:author'],count,1.0,1.0,1.0,10,1,1,[['dbo:author']],['dbo:author'],count
994,1.0,1.0,1.0,14,1,1,who was the program creator of the television show this hour has 22 minutes?,[['dbo:creator']],['dbo:creator'],factoid,1.0,1.0,1.0,14,1,1,[['dbo:creator']],['dbo:creator'],factoid
995,1.0,1.0,1.0,6,1,1,does crawler play blues-rock or classical,[['dbo:genre']],['dbo:genre'],boolean,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],boolean
997,1.0,1.0,1.0,8,1,7,what's a township in the state of indiana,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,1.0,1.0,1.0,8,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list
998,1.0,1.0,1.0,10,1,1,What is the name of a notable pop music artist,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre'],factoid
999,1.0,1.0,1.0,6,1,1,Which label is lilboosie signed to,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
1000,1.0,1.0,1.0,9,1,1,Which state in Australia is the city of whyalla,[['dbo:country']],['dbo:country'],factoid,1.0,0.5,0.6666666666666666,9,1,2,[['dbo:country']],"['dbo:country', 'dbo:isPartOf']",factoid
1001,1.0,1.0,1.0,11,1,1,what is the content type of the album peace & harmony,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:type']],['dbo:type'],factoid
1002,1.0,1.0,1.0,6,1,1,What type of software is drupal,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
1003,1.0,1.0,1.0,7,1,1,what program was created by fernando gaitán?,[['dbo:creator']],['dbo:creator'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:creator']],['dbo:creator'],factoid
1004,1.0,1.0,1.0,9,1,1,What film is bryan brown known for having produced?,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:producer']],['dbo:producer'],factoid
1005,1.0,1.0,1.0,5,1,1,where did michael richard die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
1006,1.0,1.0,1.0,6,1,1,which film did alex lovy direct,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:director']],['dbo:director'],factoid
1007,1.0,1.0,1.0,8,1,1,what type of musician is bruna cara considered,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1008,1.0,1.0,1.0,8,1,1,whats the genre of  my gentleman friend,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1009,1.0,1.0,1.0,8,1,1,what kind of music does the wrecking make?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1010,1.0,1.0,1.0,11,1,1,What gameplay mode does freedom force vs the 3rd reich have?,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,11,1,1,[['dbp:modes']],['dbp:modes'],factoid
1011,1.0,1.0,1.0,7,1,1,What would be a pop rock album,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
1012,1.0,1.0,1.0,7,1,1,What baseball position does charlie maloney play?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
1013,1.0,1.0,1.0,6,1,1,Name a actress born in rostov-on-don,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace'],list,1.0,1.0,1.0,6,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",list
1016,1.0,1.0,1.0,8,1,1,what is the name of a high school,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type'],factoid
1017,1.0,1.0,1.0,8,1,1,which genre does the artist buck-o-nine fall under?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1018,1.0,1.0,1.0,8,1,1,What type of radio is the station choi-fm?,[['dbo:programmeFormat']],['dbo:programmeFormat'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:programmeFormat']],['dbo:programmeFormat'],factoid
1019,0.5,0.5,0.5,13,2,2,What are some musical artists associated with the ones signed up with EMI?,"[['dbo:recordLabel'], ['dbo:associatedMusicalArtist']]","['dbo:associatedMusicalArtist', 'dbp:label']",factoid,0.5,1.0,0.6666666666666666,13,2,1,"[['dbo:recordLabel'], ['dbo:associatedMusicalArtist']]",['dbo:recordLabel'],factoid
1021,1.0,1.0,1.0,7,1,1,What is a track by lutricia mcneal?,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],factoid
1022,1.0,1.0,1.0,8,1,1,what kind of music does god bullies make?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1024,1.0,1.0,1.0,5,1,2,who was born in greenock,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1026,1.0,1.0,1.0,7,1,1,which city is phyllis avery pass away,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
1027,1.0,1.0,1.0,9,1,1,What genre of music is bijelo dugme known for,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1028,1.0,1.0,1.0,11,1,1,What game play mode is offered for the game star soldier,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,11,1,1,[['dbp:modes']],['dbp:modes'],factoid
1029,1.0,1.0,1.0,5,1,1,what is kenneth cook profession?,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
1030,1.0,1.0,1.0,5,1,1,which artist creates electronica music,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],factoid
1031,1.0,1.0,1.0,9,1,1,which hawaiian city is brian gaskill's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1032,1.0,1.0,1.0,5,1,2,Name someone born in massachusetts,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",list,1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",list
1033,1.0,1.0,1.0,8,1,1,what kind of lake is lago di vogorno,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type'],factoid
1034,1.0,1.0,1.0,9,1,1,Which profession is enrique rodríguez negrón known for having,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
1035,1.0,1.0,1.0,8,1,1,Who wrote the story of the film hamlet?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer'],factoid
1036,1.0,1.0,1.0,7,1,1,What is an album by joel plaskett?,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],factoid
1038,1.0,1.0,1.0,8,1,1,what is a film directed by laura poitras,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:director']],['dbo:director'],factoid
1039,1.0,1.0,1.0,9,1,1,what are the names of albums by carcass (band),[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:artist']],['dbo:artist'],factoid
1040,1.0,1.0,1.0,7,1,1,what newspaper is circulated in kirkland lake?,[['dbo:headquarter']],['dbo:headquarter'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:headquarter']],['dbo:headquarter'],factoid
1041,1.0,1.0,1.0,7,1,1,What football position does eugen polanski play?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
1043,0.5,1.0,0.6666666666666666,17,2,1,What is the television show with presentator as Ryan Seacrest and theme music composer as Julian Gingell?,"[['dbo:presenter'], ['dbp:themeMusicComposer']]",['dbp:themeMusicComposer'],factoid,0.5,1.0,0.6666666666666666,17,2,1,"[['dbo:presenter'], ['dbp:themeMusicComposer']]",['dbp:themeMusicComposer'],factoid
1044,1.0,1.0,1.0,8,1,1,which event occurred in the land of israel,[['dbo:place']],['dbo:place'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:place']],['dbo:place'],factoid
1045,1.0,1.0,1.0,5,1,1,Where was brad rowe born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1047,1.0,1.0,1.0,6,1,1,what instrument has daniel gildenlöw played,[['dbo:instrument']],['dbo:instrument'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:instrument']],['dbo:instrument'],factoid
1048,1.0,1.0,1.0,6,1,1,what is ivan rusev's football position,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
1049,1.0,1.0,1.0,8,1,1,where is the location of columbia railroad bridge?,[['dbo:locatedInArea']],['dbo:locatedInArea'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:locatedInArea']],['dbo:locatedInArea'],factoid
1050,1.0,1.0,1.0,9,1,1,what genre of music is on life is peachy?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1051,1.0,1.0,1.0,8,1,1,what was Suzi Quatro's sixth rock music album?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1052,1.0,1.0,1.0,7,1,2,what actress was born in long island,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1053,1.0,1.0,1.0,6,1,1,name n alternative rock  album,[['dbo:genre']],['dbo:genre'],list,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],list
1054,1.0,1.0,1.0,8,1,1,"what kind of release is riot, riot, upstart?",[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:type']],['dbo:type'],factoid
1055,1.0,1.0,1.0,12,1,1,to what film is the grizzly bear (band) given music contributor credit,[['dbo:musicComposer']],['dbo:musicComposer'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:musicComposer']],['dbo:musicComposer'],factoid
1056,1.0,1.0,1.0,7,1,1,what football position does stanislav kostov play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
1057,1.0,1.0,1.0,7,1,1,what position does  ed lothamer play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
1058,1.0,1.0,1.0,9,1,2,In what American state is the town moapa located,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,9,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
1059,1.0,1.0,1.0,8,1,1,what fictional character was created by stan lee?,[['dbo:creator']],['dbo:creator'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:creator']],['dbo:creator'],factoid
1061,1.0,1.0,1.0,6,1,1,what position does mike tolbert play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
1062,1.0,1.0,1.0,8,1,1,in what southern city was roland howell born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1063,1.0,1.0,1.0,8,1,1,who wrote the story for thats my baby!,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer'],factoid
1064,1.0,1.0,1.0,8,1,1,what type of music does mark nauseef record?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1066,1.0,0.5,0.6666666666666666,5,1,2,what country is miagliano within,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,5,1,2,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",factoid
1067,1.0,1.0,1.0,9,1,3,What is a place within kingdom of the netherlands,"[['dbo:country', 'dbo:city', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:location']",factoid,1.0,0.6,0.7499999999999999,9,1,5,"[['dbo:country', 'dbo:city', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid
1068,1.0,1.0,1.0,7,1,2,Who's a motorcycle racer born in wollongong,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
1069,1.0,1.0,1.0,9,1,1,How many basketball players studied in the Midland College?,[['dbo:college']],['dbo:college'],count,1.0,1.0,1.0,9,1,1,[['dbo:college']],['dbo:college'],count
1070,1.0,1.0,1.0,9,1,1,What genre does the album greatest kiss belong to,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
1071,1.0,1.0,1.0,5,1,1,where was masato tsujioka born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1072,1.0,1.0,1.0,9,1,1,What composition did melissa etheridge write the lyrics for?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:writer']],['dbo:writer'],factoid
1073,1.0,0.5,0.6666666666666666,6,1,2,in what state is lake arbor,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:location']",factoid,1.0,0.5,0.6666666666666666,6,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:isPartOf', 'dbo:location']",factoid
1074,1.0,1.0,1.0,10,1,1,what language is spoken in the movie the sainted sisters,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:language']],['dbo:language'],factoid
1075,1.0,1.0,1.0,6,1,1,what position does brian urlacher play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
1076,1.0,1.0,1.0,7,1,1,where did the the holy sea originate?,[['dbo:hometown']],['dbo:hometown'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:hometown']],['dbo:hometown'],factoid
1077,1.0,1.0,1.0,9,1,2,which state does little big horn college reside in,"[['dbo:country', 'dbo:city', 'dbo:state']]","['dbo:city', 'dbo:state']",factoid,1.0,1.0,1.0,9,1,3,"[['dbo:country', 'dbo:city', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:state']",factoid
1078,1.0,1.0,1.0,7,1,1,what position has mark dickson ever played,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
1079,1.0,1.0,1.0,6,1,2,"what county is garrettsville, ohio within","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,6,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
1080,1.0,1.0,1.0,8,1,1,which time zone is  oologah apart of,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
1081,1.0,1.0,1.0,10,1,1,what is a book written by the author julian cope,[['dbo:author']],['dbo:author'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:author']],['dbo:author'],factoid
1083,1.0,1.0,1.0,5,1,1,who owns the ship Victoria?,[['dbo:owner']],['dbo:owner'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:owner']],['dbo:owner'],factoid
1085,1.0,1.0,1.0,7,1,1,Under what publishing company was ONI released?,[['dbo:publisher']],['dbo:publisher'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:publisher']],['dbo:publisher'],factoid
1086,1.0,1.0,1.0,6,1,1,which genre does neal schon perform,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
1087,1.0,1.0,1.0,8,1,1,the reckoning is what type of music genre,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1088,1.0,1.0,1.0,8,1,1,which position in football did ollie heald play?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position'],factoid
1089,1.0,1.0,1.0,6,1,1,which football position does tiko as?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
1090,1.0,1.0,1.0,8,1,1,WHat kind of music does jamie o'hara make,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1091,1.0,1.0,1.0,6,1,1,what is a fiction book title,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
1092,1.0,1.0,1.0,9,1,1,what is the position of football player giorgi revazishvili,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:position']],['dbo:position'],factoid
1093,1.0,1.0,1.0,8,1,1,Where in the US was michael nichols born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
1094,1.0,1.0,1.0,8,1,1,what type of music does emina jahović make?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
1095,1.0,1.0,1.0,9,1,1,Which position does the football player dennis stevens play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:position']],['dbo:position'],factoid
1096,1.0,1.0,1.0,5,1,1,where did leone giraldoni die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
1097,1.0,1.0,1.0,12,1,1,what is the origin of the artist roger miret and the disasters,[['dbo:hometown']],['dbo:hometown'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:hometown']],['dbo:hometown'],factoid
1099,1.0,1.0,1.0,11,1,1,What kind of game is wonder boy iii: the dragons trap?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre'],factoid
1100,1.0,1.0,1.0,11,1,1,What kind of a school is indian institute of technology delhi,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:type']],['dbo:type'],factoid
1101,1.0,1.0,1.0,8,1,7,Which state route is located in new york,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,8,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
1102,1.0,1.0,1.0,8,1,1,what movement was the artist pedro hernández involved,[['dbo:movement']],['dbo:movement'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:movement']],['dbo:movement'],factoid
1103,1.0,1.0,1.0,4,1,1,How was haugbrot released,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:type']],['dbo:type'],factoid
1104,1.0,1.0,1.0,7,1,1,Which countries were led by Pietro Parolin?,[['dbo:leader']],['dbo:leader'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:leader']],['dbo:leader'],factoid
